month,seek
2020-03,62
2020-04,16275
2020-05,33101
2020-06,50552
2020-07,67472
2020-08,84956
2020-09,102467
2020-10,119457
2020-11,137077
2020-12,154325
2021-01,172296
2021-02,190366
2021-03,206699
2021-04,224803
2021-05,242352
2021-06,260518
2021-07,278098
2021-08,296264
2021-09,314446
2021-10,332056
2021-11,350259
2021-12,367940
2022-01,386264
