month,seek
2020-03,62
2020-04,15460
2020-05,31549
2020-06,47880
2020-07,63611
2020-08,79856
2020-09,96239
2020-10,112193
2020-11,129064
2020-12,145589
2021-01,162654
2021-02,179642
2021-03,194881
2021-04,211819
2021-05,228272
2021-06,245112
2021-07,261135
2021-08,277663
2021-09,294405
2021-10,310723
2021-11,327624
2021-12,344266
2022-01,361478
2022-02,378873
