region_schema,region_parent,region_child,agerange,2020-03-31,2020-04-01,2020-04-02,2020-05-06,2020-07-07
admin_0,,ie,,8,,,20,
admin_0,,lb,,,,,,0
admin_0,,no,,,,4,,
admin_0,,ro,,4,,,,
admin_0,,se,,,34,,,
admin_0,,th,,1,,,,
