region_schema,region_parent,region_child,agerange,2020-10-15,2020-10-29
admin_1,et,et-aa,,43749,46570
admin_1,et,et-af,,1547,1618
admin_1,et,et-am,,4688,5604
admin_1,et,et-be,,1846,2121
admin_1,et,et-dd,,2393,2577
admin_1,et,et-ga,,991,993
admin_1,et,et-ha,,2343,2520
admin_1,et,et-or,,13480,15033
admin_1,et,et-sn,,3199,3543
admin_1,et,et-so,,1480,1513
admin_1,et,et-ti,,6165,6402
