region_schema,region_parent,region_child,agerange,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24
admin_1,fr,fr-56,,1,5,2,2,1,17,4,2,2,12,3,9,13,6,11,9,5,0,0,2,2,0,2,0,6,0,0,2,0,0,0,0,0,8,4,4,2,0,0,3,11,0,2,10,2,2,2,4,4,2,1,0,0,2,2,2,0,4,2,1,1,2,0,8,1,7,2,0,10,0,0,2,28,24,6,14,17,13,2,12,8,5,17,26,16,64,11,17,5,31,12,14,17,20,5,17,41,20,10,20,15,41,24
admin_1,fr,fr-57,,54,81,79,8,18,142,83,91,8,44,7,3,39,28,27,35,35,8,0,12,55,18,20,16,7,2,14,30,4,10,16,2,2,12,14,4,13,5,10,9,13,18,10,16,1,5,0,6,10,11,9,14,4,4,3,10,9,4,2,0,13,15,16,8,26,21,13,0,9,25,24,31,27,0,8,17,21,56,18,40,16,30,17,21,71,72,47,0,0,43,127,19,48,34,7,48,80,73,59,53,66,29,10
admin_1,fr,fr-58,,0,0,58,1,0,2,4,0,0,4,0,1,1,2,0,3,2,0,0,0,2,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,2,4,16,1,1,5,9,0,2,2,8,0,0,0,0,2,1,3,2,4,2,0,0,0,2,0,1,3,0,1,1,2,0,0,0,1,3,1,2,1,8,0,0,3,6,3,1,3,4,3,3,4,12,10,0,0,8
admin_1,fr,fr-59,,126,3,66,22,17,134,169,70,88,160,44,48,174,92,126,187,25,32,15,17,187,34,84,78,21,70,90,127,91,67,35,20,37,81,36,100,9,91,8,27,34,97,58,67,47,15,41,64,61,99,118,10,18,3,117,72,87,125,7,61,29,58,38,131,182,32,34,10,312,77,163,121,153,75,110,198,107,316,140,258,80,127,359,108,344,106,178,57,135,261,274,291,288,163,39,58,234,507,134,299,198,70,153
admin_1,fr,fr-60,,15,48,30,5,16,20,28,25,11,16,2,11,16,21,1,20,7,0,1,2,10,11,10,3,9,4,8,4,0,1,4,1,2,10,0,3,9,8,2,4,16,4,8,16,10,0,2,0,9,2,16,0,0,8,4,7,27,14,0,6,7,15,7,10,16,6,5,10,8,10,5,21,18,8,20,1,18,20,26,12,29,20,33,31,24,25,43,11,5,42,41,27,33,36,12,17,40,54,51,35,100,16,40
admin_1,fr,fr-61,,11,22,0,0,4,9,9,13,8,5,2,0,3,9,6,1,3,2,1,5,4,2,2,1,3,4,0,4,2,0,2,1,1,0,11,5,11,9,0,0,1,3,0,7,3,0,2,4,2,0,1,8,1,0,2,6,4,4,0,2,0,0,4,1,8,3,0,0,6,0,2,0,0,0,2,2,4,0,4,0,0,0,2,6,2,6,7,3,3,9,10,19,8,7,0,5,10,4,8,10,6,3,6
admin_1,fr,fr-62,,23,17,18,0,8,49,41,27,15,23,5,22,13,22,20,15,11,5,1,12,19,50,42,31,15,5,22,18,22,22,8,5,2,20,26,22,6,16,0,0,40,4,13,24,28,5,1,27,4,25,14,30,5,1,13,11,9,16,4,0,8,9,10,27,24,23,21,4,34,14,22,8,22,5,1,34,22,39,82,17,12,30,40,40,36,44,26,12,42,70,17,67,37,49,2,80,4,78,50,100,42,28,5
admin_1,fr,fr-63,,6,15,2,0,2,0,2,3,6,2,1,0,1,5,2,0,4,0,0,2,0,0,0,0,0,0,6,1,1,2,0,0,0,0,0,1,3,6,0,0,0,0,2,0,8,2,4,9,6,2,0,4,0,0,2,0,0,0,0,0,0,2,1,1,0,1,1,0,1,0,1,1,12,0,0,2,7,5,7,15,3,13,19,16,31,10,12,4,1,14,14,31,6,19,4,19,65,33,66,22,56,15,69
admin_1,fr,fr-64,,3,26,0,0,8,6,1,1,0,2,0,1,5,6,16,9,1,6,0,2,12,2,4,6,0,2,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,2,0,1,1,4,0,0,1,1,4,6,0,2,0,0,6,0,2,0,0,2,0,3,1,4,0,0,3,7,6,8,0,0,3,5,2,6,0,6,4,0,6,14,13,37,12,6,9,23,40,14,66,38,8,114,51,108,100,87,43,29,24
admin_1,fr,fr-65,,4,6,14,0,0,2,0,0,0,0,0,0,6,6,0,2,0,0,0,0,0,0,0,2,0,0,0,2,1,1,0,0,0,1,1,2,0,0,0,0,0,0,0,2,0,0,0,2,2,1,1,0,0,1,1,0,3,3,0,0,1,3,0,2,0,4,0,4,0,2,4,5,5,0,4,0,7,7,3,7,0,1,5,3,13,3,7,0,4,10,3,15,18,10,2,18,28,68,6,13,9,6,6
admin_1,fr,fr-66,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,0,5,10,3,0,0,0,2,0,6,0,0,1,1,16,1,1,10,10,2,6,14,22,12,6,0,4,6,2,8,5,9,7,3,9,14,29,0,14,2,0,40,48,17,40,5,21,5
admin_1,fr,fr-67,,46,62,40,9,50,1,87,2,18,26,9,1,86,0,41,32,21,0,0,2,40,16,30,0,9,1,31,11,24,6,10,0,2,12,13,14,8,11,0,4,8,5,11,3,5,2,0,9,11,11,5,8,0,4,10,10,13,32,1,2,2,2,2,8,15,4,9,3,38,6,11,37,2,6,24,20,1,20,53,8,18,24,46,21,15,33,20,7,14,54,27,65,58,43,17,61,111,44,143,209,98,10,80
admin_1,fr,fr-68,,42,31,25,23,5,24,53,48,17,11,16,10,27,31,27,41,3,15,0,2,54,2,9,1,4,0,6,8,19,9,1,6,3,32,0,19,9,8,6,8,13,20,25,18,0,7,7,12,16,14,18,2,5,5,12,3,13,10,13,1,2,14,25,25,86,43,3,13,28,27,32,14,5,8,1,37,33,4,10,58,8,6,29,19,8,42,40,0,4,14,35,26,14,67,10,22,44,33,60,61,7,22,34
admin_1,fr,fr-69,,51,85,38,22,31,78,32,53,14,48,15,3,46,23,47,55,1,14,5,5,33,39,36,13,16,8,28,16,6,21,29,1,16,35,30,21,43,30,0,26,11,37,40,72,9,15,11,34,31,43,77,3,5,24,14,23,60,75,45,13,25,43,12,23,41,62,12,22,47,56,69,47,84,37,40,54,37,74,65,56,10,32,69,147,33,87,88,24,62,270,92,184,428,22,30,238,305,438,434,859,28,168,207
admin_1,fr,fr-70,,10,1,3,0,0,4,0,2,2,0,0,0,0,0,4,2,3,1,0,2,8,0,0,0,2,0,2,2,0,5,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,2,0,2,0,0,0,0,0,4,0,0,3,3,0,1,1,0,4,3,6,1,1,13,4,7,15,16,0,3,18,8,2,12,9,6,3,20,8,13,4,8,0,1
admin_1,fr,fr-71,,16,28,13,7,14,20,10,11,5,15,0,7,21,1,2,1,2,4,0,8,0,4,1,7,0,1,3,4,0,2,0,1,3,2,0,0,6,0,1,1,0,2,1,2,5,4,5,6,7,4,6,2,0,3,3,10,4,3,3,0,6,0,0,8,1,1,0,0,0,4,2,3,3,4,2,11,1,4,8,0,1,2,1,4,6,0,6,7,4,9,22,7,18,14,3,20,36,27,43,16,24,10,30
admin_1,fr,fr-72,,5,17,0,10,4,16,14,12,0,24,2,10,8,10,12,8,6,12,4,2,0,13,4,7,2,1,3,5,5,4,0,0,0,0,3,1,6,10,14,5,5,2,2,4,3,3,3,7,15,14,15,1,1,8,0,14,4,2,0,2,2,6,0,4,6,16,6,2,20,24,12,26,28,2,12,52,2,27,43,62,0,17,30,81,107,22,88,19,56,14,69,85,88,239,86,113,198,4,310,106,1,37,66
admin_1,fr,fr-73,,0,4,10,1,13,0,4,2,7,9,0,2,4,1,9,0,8,2,1,1,6,2,1,1,0,0,4,1,3,4,0,0,0,6,0,2,2,2,0,0,2,4,1,1,0,2,4,0,6,4,1,13,0,0,8,1,1,0,0,0,1,3,0,0,1,1,6,7,12,4,3,14,0,1,1,6,11,7,9,7,4,10,19,19,21,9,8,6,4,9,11,16,24,6,2,6,16,14,23,35,5,13,30
admin_1,fr,fr-74,,17,7,26,4,6,4,16,2,4,2,2,0,6,6,0,1,5,2,4,0,14,3,3,0,0,2,4,1,3,2,0,0,4,1,3,9,4,6,5,0,11,5,4,2,8,1,3,6,2,4,1,3,0,8,2,2,5,9,2,2,4,2,5,11,14,15,12,5,43,39,86,20,26,30,44,41,164,43,113,5,41,37,71,79,60,56,53,24,18,68,55,78,107,0,0,45,159,31,79,95,65,26,4
admin_1,fr,fr-75,,72,118,61,29,37,83,79,62,28,64,1,30,67,53,72,82,62,4,10,39,149,65,20,34,25,70,1,92,36,26,86,8,5,52,97,25,85,10,1,25,28,41,75,45,24,13,26,37,34,40,69,76,24,39,52,37,110,104,75,4,12,141,51,95,80,120,42,69,78,164,125,67,168,50,78,206,241,263,262,244,15,215,399,355,246,651,599,86,519,325,821,553,311,765,168,313,784,881,430,1200,583,499,541
admin_1,fr,fr-76,,31,4,17,8,8,27,12,7,3,10,2,4,4,5,2,6,6,0,0,1,7,8,2,5,9,2,8,12,15,22,21,18,11,40,67,17,19,56,3,22,33,39,57,8,18,20,22,31,57,25,23,49,3,23,13,32,15,28,12,18,13,20,9,10,22,0,2,6,13,12,9,31,23,5,13,12,10,26,20,28,16,26,26,33,37,50,43,18,9,40,23,35,57,25,55,59,75,82,82,72,78,46,71
admin_1,fr,fr-77,,38,68,44,0,36,102,5,42,30,29,11,15,64,48,53,28,21,18,3,5,96,6,21,20,7,20,6,48,2,29,15,0,6,28,26,4,8,15,5,5,26,26,9,21,21,10,7,34,12,24,29,5,5,16,22,18,6,36,12,10,7,11,6,37,18,40,10,7,66,7,45,68,24,48,23,59,123,111,132,2,68,3,103,115,123,2,188,1,64,98,134,84,230,115,20,9,285,155,163,258,170,62,142
admin_1,fr,fr-78,,59,48,53,31,36,48,73,80,5,31,17,21,63,55,55,25,85,3,10,51,7,40,45,26,1,18,33,19,39,12,34,14,15,34,29,40,43,24,9,4,62,37,38,26,32,4,6,38,18,24,41,23,13,10,58,24,30,25,41,20,20,26,38,30,65,51,27,33,60,38,126,31,40,27,44,45,82,145,80,89,25,74,119,317,43,88,128,43,39,64,210,160,309,14,32,169,172,317,51,144,204,54,148
admin_1,fr,fr-79,,12,6,6,7,2,21,53,24,3,11,0,12,14,16,30,0,8,0,2,0,4,2,2,4,4,0,0,1,5,6,2,2,0,0,0,1,5,9,1,6,1,5,2,2,0,0,0,3,0,0,0,0,1,5,0,0,1,1,2,0,0,0,2,2,5,11,4,2,1,3,2,1,3,0,0,0,2,0,12,0,0,2,2,4,4,5,3,1,3,3,8,3,8,6,0,6,1,11,9,58,18,15,22
admin_1,fr,fr-80,,18,31,6,0,0,19,37,0,0,22,6,4,22,5,31,4,12,0,0,2,8,8,8,14,0,3,9,2,2,0,0,4,16,1,7,4,2,5,1,0,3,2,4,4,1,1,1,0,0,2,5,4,1,2,4,3,1,0,4,0,0,0,0,4,6,2,0,4,0,0,5,2,5,4,8,0,10,4,10,7,5,7,12,13,17,5,8,0,0,12,9,7,6,8,0,9,27,1,35,6,8,14,12
admin_1,fr,fr-81,,13,1,0,0,2,1,1,5,0,0,0,1,3,0,0,0,0,0,0,0,3,3,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,1,2,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,6,0,0,5,6,3,4,2,1,2,3,4,0,0,4,6,6,14,6,2,2,11,25,26,1,2,3,8,11,40,32,16,49,0,42,52,72,68,15,20,5,11
admin_1,fr,fr-82,,0,0,3,1,18,0,4,0,0,1,1,1,2,1,4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,3,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,5,3,4,2,4,6,12,1,17,0,3,8,10,3,2,3,7,4,1,1,3,11,0,8,0,13,14,9,14,2,0,1,11,32,47,31,18,10,3
admin_1,fr,fr-83,,0,18,0,0,8,0,20,0,4,4,2,2,4,0,5,7,6,2,0,4,18,5,18,7,0,1,1,6,1,2,1,6,0,5,12,3,4,5,5,0,1,1,3,2,5,0,4,9,4,0,2,7,0,0,3,4,2,13,4,4,2,10,0,5,2,12,4,0,30,24,10,8,6,7,39,0,38,18,45,18,30,8,158,40,42,128,55,48,88,144,142,137,286,6,12,70,253,147,293,144,199,31,142
admin_1,fr,fr-84,,2,6,4,1,3,6,7,5,0,0,0,4,2,2,9,1,0,0,2,2,18,17,9,2,0,0,6,0,6,2,22,4,1,5,2,13,3,6,0,2,4,0,6,0,0,0,1,9,1,17,12,1,1,3,17,14,7,7,10,6,2,1,7,9,11,4,8,0,22,8,10,16,19,1,18,8,17,14,19,15,9,11,40,28,36,15,41,11,17,28,33,88,40,45,10,34,89,162,1,131,80,2,50
admin_1,fr,fr-85,,16,7,17,14,7,9,8,30,16,11,5,4,10,10,29,14,25,0,0,36,1,5,2,23,1,18,2,3,4,4,1,0,6,4,14,0,10,1,3,1,7,12,0,0,0,0,2,4,0,0,2,12,0,6,2,2,1,2,8,1,0,2,2,0,12,0,0,2,12,6,6,9,9,4,0,7,4,6,15,0,8,2,18,0,8,2,15,1,0,11,10,12,19,18,0,7,11,36,1,29,18,0,1
admin_1,fr,fr-86,,13,20,1,3,9,22,52,45,33,36,17,0,12,18,17,8,9,2,1,1,0,4,2,0,2,1,2,1,2,2,0,0,0,0,0,0,4,4,0,0,2,0,0,2,2,1,1,4,0,2,0,1,1,8,8,8,0,0,2,1,3,2,0,0,6,3,3,0,0,6,4,2,0,0,0,8,3,5,0,6,4,4,1,1,6,10,8,0,4,18,10,16,10,14,4,1,33,33,31,24,33,11,5
admin_1,fr,fr-87,,1,0,1,1,2,1,3,0,0,0,0,1,3,1,3,0,4,0,0,4,4,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,4,0,1,0,0,0,0,0,0,0,0,0,10,1,1,2,0,1,3,2,4,0,0,5,7,0,6,2,0,0,0,3,5,4,0,0,0,6,7,2,8,7,0,12,0,8,8,22,2,6,10
admin_1,fr,fr-88,,16,9,3,0,2,12,6,13,8,9,4,5,7,4,4,8,8,0,0,3,5,6,2,0,4,3,15,0,2,5,6,2,3,5,3,2,7,7,0,2,5,5,0,1,3,0,1,7,8,5,3,2,0,1,5,5,23,2,0,0,2,26,8,32,58,9,13,2,36,6,20,18,0,5,4,17,2,5,11,6,0,6,4,3,5,6,0,2,11,19,20,25,12,5,0,4,0,28,18,14,14,4,3
admin_1,fr,fr-89,,5,4,9,17,2,2,26,2,4,6,9,3,4,0,2,0,0,2,0,7,10,11,8,2,2,2,0,0,3,1,0,0,0,2,2,0,0,0,2,2,4,0,8,0,3,5,6,0,1,4,1,0,0,2,2,2,2,0,7,7,2,2,3,7,2,2,0,0,4,4,1,10,6,2,5,12,1,11,4,4,2,4,6,18,3,15,2,2,0,7,7,10,8,12,1,17,8,18,9,27,22,16,20
admin_1,fr,fr-90,,2,0,2,0,6,16,0,6,0,2,2,0,0,3,3,9,4,2,1,4,2,2,2,6,0,0,1,3,2,4,0,1,2,1,0,2,8,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,1,1,0,1,1,2,4,0,0,4,0,0,0,0,0,0,0,0,2,1,2,7,0,2,1,2,5,3,7,0,7,13,1,3,6,6,1,10,12,9,9,5,11,4,5
admin_1,fr,fr-91,,127,15,41,6,9,49,69,23,17,29,2,3,31,70,14,24,14,16,8,19,20,19,36,20,41,7,29,51,11,39,0,1,8,31,28,20,8,0,6,11,26,15,32,14,29,7,11,34,25,22,14,116,1,8,13,46,11,20,34,7,12,26,15,77,25,30,15,34,73,93,58,62,54,16,22,103,117,164,48,54,44,55,89,203,103,153,135,6,14,220,179,316,152,17,24,116,205,181,377,75,150,19,36
admin_1,fr,fr-92,,67,116,67,5,53,93,81,74,23,32,9,19,95,12,84,34,17,11,5,25,32,30,44,33,13,22,23,6,33,12,15,10,3,50,10,44,7,31,11,23,25,27,25,33,33,13,4,55,54,36,24,32,8,58,13,71,74,20,38,0,5,58,35,54,138,0,20,9,146,127,41,81,63,48,44,122,144,120,159,122,57,86,187,147,164,304,131,53,121,188,246,363,254,158,66,53,418,440,351,537,321,106,338
admin_1,fr,fr-93,,167,80,65,12,21,76,107,69,7,55,7,24,65,37,84,81,3,12,3,21,32,36,42,25,10,18,32,76,16,47,55,4,38,16,17,37,48,42,4,50,20,54,44,51,43,8,13,47,64,24,53,57,36,39,44,47,56,81,60,12,44,42,14,59,114,43,52,21,112,120,99,94,73,27,105,121,213,172,147,146,52,105,104,267,218,226,169,75,157,266,248,286,347,287,102,209,361,487,324,401,594,23,599
admin_1,fr,fr-94,,60,73,80,8,78,27,92,51,10,59,13,15,76,56,69,33,52,19,11,7,72,33,67,36,7,32,22,2,29,17,49,5,7,32,49,22,47,39,15,22,54,23,56,14,26,11,15,25,28,21,47,27,6,7,44,25,58,44,26,11,30,32,23,69,65,43,14,7,42,99,99,46,87,52,63,130,148,80,184,129,40,80,121,176,172,152,151,64,43,318,254,254,597,23,75,187,228,591,737,173,300,128,376
admin_1,fr,fr-95,,62,49,42,9,44,119,46,78,27,44,25,32,67,80,35,102,1,12,3,37,60,52,50,39,7,25,52,36,51,40,21,5,36,7,28,91,52,32,15,18,31,30,23,55,2,2,32,18,63,10,30,26,0,1,45,32,43,32,28,21,2,54,27,58,117,61,15,37,108,82,106,82,64,35,42,85,66,148,84,73,0,23,143,228,2,250,0,68,110,162,20,81,284,93,51,108,239,114,284,272,188,68,37
admin_1,fr,fr-971,,0,0,0,0,0,0,1,2,6,3,1,1,4,0,0,2,0,0,0,4,0,0,0,8,2,0,0,2,0,6,0,0,1,3,0,0,8,4,0,0,2,2,1,5,0,0,0,1,5,6,1,1,0,1,3,0,1,3,4,0,4,4,2,3,9,1,1,0,0,3,6,11,8,0,14,79,4,4,6,4,4,2,19,6,17,30,9,15,17,105,2,48,126,47,0,86,155,71,179,100,47,28,180
admin_1,fr,fr-972,,8,4,2,0,4,0,2,6,0,0,0,0,3,1,0,2,2,0,0,0,3,7,8,0,0,1,7,7,1,5,4,9,4,1,3,4,1,3,0,1,3,6,3,4,3,0,2,0,5,1,2,4,0,1,5,0,1,2,1,0,1,5,2,6,2,0,0,4,0,3,3,2,2,1,1,3,3,7,23,0,0,9,29,48,12,22,11,4,17,49,73,1,66,37,0,55,70,48,56,51,42,16,13
admin_1,fr,fr-973,,0,0,0,0,0,6,0,0,12,21,19,26,0,42,20,8,10,4,1,18,28,32,44,30,12,40,58,94,33,213,43,58,68,195,194,497,467,265,134,335,175,319,687,302,288,325,198,534,382,407,787,53,262,118,506,385,404,434,57,96,112,232,166,205,207,217,124,178,190,364,194,103,157,152,135,159,267,60,121,154,68,29,188,132,71,100,141,47,80,100,105,122,111,39,56,21,179,26,140,10,97,45,7
admin_1,fr,fr-974,,3,2,0,5,3,1,2,5,0,8,2,2,3,5,7,7,0,3,5,2,4,9,6,1,2,2,0,9,1,2,6,2,6,1,11,0,0,0,2,0,0,4,18,3,5,2,1,5,8,6,7,12,5,2,0,14,23,11,11,31,2,13,8,15,4,26,1,4,12,8,17,14,0,2,1,10,4,21,7,9,3,1,14,7,11,13,23,17,9,58,64,64,72,99,49,84,50,120,148,230,66,80,65
admin_1,fr,fr-975,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
admin_1,fr,fr-976,,18,26,13,0,4,0,4,0,1,4,4,21,62,32,0,119,38,234,134,120,24,37,44,37,17,5,90,23,53,44,34,16,5,70,71,0,30,40,20,18,46,75,39,32,16,18,16,96,34,0,44,4,4,2,14,40,14,10,10,7,43,1,23,44,38,21,3,19,41,32,37,31,14,3,5,50,29,27,26,11,13,35,8,29,25,42,26,0,36,8,54,9,13,25,10,49,3,43,35,21,12,6,38
admin_1,fr,fr-977,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
admin_1,fr,fr-978,,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,3,0,2,0,0,0,2,0,4,0,1,2,1,0,13,7,5,23,2,0,0,14,10,13,22,6,5,7,31,34,14,8,16,4,4
