region_schema,region_parent,region_child,agerange,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-09,2020-06-10,2020-06-11,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-17,2020-07-18,2020-07-19,2020-07-22,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-08-10,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-27,2020-09-03,2020-09-07,2020-09-16,2020-09-17,2020-09-18,2020-09-22,2020-09-23,2020-09-24,2020-09-29,2020-10-07,2020-10-08,2020-10-19,2020-10-20,2020-10-23,2020-10-27,2020-10-28,2020-10-29,2020-11-05,2020-11-10,2020-11-23,2020-11-24,2020-11-30,2020-12-08,2020-12-11,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-28,2020-12-29,2021-01-01,2021-01-05,2021-01-06
admin_1,om,om-bj,,27,22,63,21,1,14,40,44,80,-2,46,-17,35,68,111,85,64,67,70,101,-6,53,115,135,143,277,82,14,11,139,163,-48,-26,63,16,-55,-148,90,-14,-125,-163,-105,-261,14,22,40,-1,0,-36,-50,4,-18,-15,-8,20,26,34,27,47,53,49,106,38,-12,-48,-33,3,-5,-268,-25,-4,-14,-2,-1,0,-14,-3,-8,-7,-5,-4,1,-5,-9,-1,-4,-6,14,7
admin_1,om,om-bu,,1,-1,8,6,-9,8,9,-5,9,-9,2,-3,-7,24,21,1,9,-1,-1,25,-11,18,-1,5,-2,16,-10,-15,2,-2,-3,16,7,8,-6,0,-1,3,-1,-18,5,3,-6,-9,-3,2,4,-6,-2,1,-1,-8,2,0,-3,7,8,5,-1,1,-10,3,-15,-13,3,2,-3,2,-13,1,0,-4,-2,-6,-3,-3,2,-1,3,8,2,-5,-2,-3,-3,-6,0,2,1
admin_1,om,om-da,,5,-6,21,8,-55,-44,4,45,46,26,26,19,36,33,44,77,51,39,26,84,-4,42,21,79,50,47,3,29,13,102,21,17,-3,34,33,135,-43,11,-11,-37,-86,-41,-104,-19,-19,-29,12,17,7,5,-10,-7,-5,0,24,32,14,31,14,8,21,102,30,-19,-27,-2,2,13,-131,-1,-9,-18,-15,-3,-9,-16,-8,-15,-10,-17,-4,-2,-2,-11,-5,-2,-13,11,5
admin_1,om,om-ma,,516,147,549,757,395,-649,-128,397,-339,-876,-85,-568,125,402,-9,235,463,61,-104,68,-574,-150,187,-64,26,-223,-798,-28,-129,141,-293,-95,66,-131,43,268,-385,-88,-523,-68,-393,-152,-432,-42,17,58,-49,-16,43,34,-1,-34,-202,-156,120,130,89,277,121,130,124,335,145,-20,55,-96,2,95,-1673,-80,37,16,-7,-13,-4,-45,34,20,-74,-57,66,-1,-91,-140,-79,-86,-94,89,41
admin_1,om,om-mu,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-1,2,6,0,2,1,0,1,1,-4,0,-3,1,4,-2,3,-1,-2,-2,-3,0,-1,0,-1,1,0,5,1,0,0,0,0,-1,1,0,-1,2,8,5,2,-2,0,1,0,2,-2,-2,-1,-1,1,4,-1,-1,1,1,0,0,-3,-3,0,-1,0,1,0,4,0
admin_1,om,om-ss,,22,-8,26,9,5,-8,-1,11,-52,24,11,2,19,14,25,32,18,9,28,-6,-4,8,-4,24,17,42,13,-1,-12,58,17,32,29,-6,-13,27,45,-24,-5,-4,-61,-36,-64,5,0,9,1,2,3,12,-5,5,-7,4,-4,0,8,-5,1,-8,4,19,-14,-9,-1,-10,4,-2,-45,-9,4,-2,-9,-2,11,-11,-8,-2,-1,-1,-1,3,-2,-3,3,0,-1,3,-4
admin_1,om,om-wu,,68,0,22,73,109,-2,97,-8,125,2,11,-41,-73,44,13,-95,5,-89,-101,-98,-2,-148,-4,-2,-9,99,-86,-21,-4,-6,-13,22,31,-57,-3,-33,-7,-24,0,4,-10,1,-9,-4,0,0,1,1,0,0,-4,19,10,1,0,-4,6,-3,-4,10,-1,-3,-6,-6,4,4,4,1,-1,-4,8,-3,-2,-8,-1,-3,1,2,1,2,9,11,-3,-3,0,0,8,0,3
admin_1,om,om-za,,-2,-9,2,1,-27,-20,6,17,6,-3,10,5,10,28,7,30,-3,27,6,22,28,1,11,12,5,-2,78,-2,38,20,4,50,23,32,-28,-35,18,-66,45,-77,31,-6,4,-1,-6,-1,2,1,0,1,-2,10,13,5,2,14,15,29,21,14,6,76,-8,2,13,0,-9,-4,-49,4,5,-4,-10,-8,-7,-5,0,0,-1,-1,4,2,0,-5,-1,0,-10,6,0
admin_1,om,om-zu,,3,2,9,1,8,1,3,75,8,32,41,6,0,26,31,18,24,35,46,9,88,23,5,64,114,136,76,21,212,25,-2,-33,62,-67,-39,-92,-62,-8,-30,-96,-73,-63,-8,1,11,-20,8,-13,7,9,-6,13,-13,-3,36,14,60,-50,45,31,-3,133,34,-92,-26,-38,-9,18,-92,-30,11,-6,-7,-1,-6,-9,-14,-6,-12,-2,14,-7,-10,-11,-16,-4,-14,7,3
