region_schema,region_parent,region_child,agerange,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26
admin_1,za,za-ec,,0,860,0,0,0,0,0,609,0,0,0,0,0,0,0,787,0,0,0,479,0,0,0,0,0,0,466,0,0,0,0,727,0,0,0,0,0,0,0,0,1099,0,0,0,0,527,0,0,819,0,0,0,0,691,0
admin_1,za,za-fs,,88,1284,1535,57,1073,0,0,0,0,0,100,287,74,16,72,774,134,173,175,85,30,44,190,162,333,1510,280,34,39,308,1068,2,114,505,941,229,0,387,76,146,120,0,0,0,561,205,149,172,2745,1129,58,189,134,23,11
admin_1,za,za-gt,,1167,1323,485,264,654,1539,570,686,380,620,221,617,454,482,437,470,255,158,366,439,267,276,272,188,102,426,518,482,312,250,190,98,371,300,256,359,159,180,130,269,291,294,240,236,162,142,433,264,298,343,151,427,361,358,388
admin_1,za,za-lp,,295,88,0,161,0,55,80,92,78,37,136,16,102,70,0,100,0,98,61,58,0,126,0,34,162,98,4,181,55,36,16,151,99,0,86,39,124,20,126,106,0,168,65,0,57,131,95,81,0,131,101,0,160,67,0
admin_1,za,za-mp,,175,201,65,42,269,160,135,156,151,0,79,171,122,112,68,128,56,22,138,41,195,107,125,36,21,141,136,185,224,-53,48,3,138,113,101,24,94,33,29,0,247,81,114,44,0,58,125,115,99,31,20,149,109,114,105
admin_1,za,za-nc,,31,172,245,106,25,22,1144,216,23,119,241,131,52,697,60,156,74,30,124,680,33,188,183,120,771,344,0,266,0,216,55,244,237,585,148,40,64,259,49,266,91,608,103,166,123,104,111,78,149,103,64,163,82,96,0
admin_1,za,za-nl,,340,4391,221,161,268,763,192,329,156,963,1957,136,814,55,141,609,133,450,45,172,55,59,621,155,127,27,611,356,0,508,31,136,38,216,27,22,346,34,85,106,76,123,35,88,90,32,46,65,31,60,124,35,4,9,0
admin_1,za,za-nw,,144,250,502,640,0,526,479,497,0,143,0,0,0,0,541,548,186,0,434,447,0,272,0,425,0,477,463,334,70,514,0,156,52,0,246,108,188,138,0,349,0,297,297,170,168,36,0,0,0,138,0,0,0,77,0
admin_1,za,za-wc,,79,501,410,0,642,321,87,79,386,324,334,226,218,51,64,265,231,177,198,189,57,65,305,205,171,210,191,65,57,263,184,225,141,0,213,82,198,219,149,68,148,41,40,211,163,168,0,401,306,203,336,0,268,94,47
