region_schema,region_parent,region_child,agerange,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17
admin_1,za,za-ec,,83,-813,76,143,134,109,87,-602,49,109,81,78,93,88,37,-733,149,110,113,-343,127,32,109,99,141,107,-375,109,80,93,125,-572,190,140,160,99,23,173,156,117,-931,123,93,41,126,-395,139,285
admin_1,za,za-fs,,227,-1054,-1202,331,-768,275,286,198,162,294,272,129,275,255,152,-639,213,266,159,316,231,210,135,165,77,-1185,-81,217,4,-104,-686,353,237,-101,-626,16,203,7,331,134,431,261,184,333,-224,153,257,317
admin_1,za,za-gt,,-666,-1013,105,207,-189,-1177,-260,-502,-149,-239,169,-302,-121,-179,-273,-308,148,272,21,-118,-16,-170,-43,157,145,-201,-350,-306,-151,-107,130,246,-70,29,-79,-213,72,178,176,39,50,-34,-93,0,230,83,-61,48
admin_1,za,za-lp,,-220,-52,99,-73,96,14,-11,-100,-50,66,-58,64,-48,0,33,-120,101,-37,52,25,45,-108,56,73,-65,36,48,-102,-16,-7,68,-57,22,84,-9,-5,-81,26,-28,-31,100,-75,-45,33,31,-61,-19,-4
admin_1,za,za-mp,,98,-146,70,72,-179,-20,-73,-107,-78,113,9,-80,18,-42,7,-112,59,96,20,86,-105,-61,-38,51,109,-69,-127,-98,-176,147,56,65,-73,-29,-35,5,-1,38,92,81,-142,-28,-71,27,93,29,2,-49
admin_1,za,za-nc,,118,-61,-67,187,172,175,-939,-54,109,66,-18,143,152,-429,113,-115,31,246,247,-325,273,-62,-71,160,-586,-151,119,-88,154,-154,137,-19,-16,-294,186,90,60,-59,132,-30,169,-418,-9,-78,-6,144,62,58
admin_1,za,za-nl,,-61,-4173,191,173,43,-522,-45,-274,-6,-682,-1688,126,-597,163,-19,-464,79,-233,159,-15,118,30,-536,29,41,107,-496,-238,65,-427,115,-45,88,-84,92,64,-306,85,-76,-55,49,-4,22,-49,47,69,133,60
admin_1,za,za-nw,,-44,-226,-288,-437,149,-399,-326,-458,105,28,172,168,159,125,-513,-489,20,194,-299,-278,146,-272,144,-237,160,-356,-381,-218,-4,-440,158,-18,115,204,-153,-56,-69,47,120,-242,193,-198,-217,-54,-24,155,160,173
admin_1,za,za-wc,,10,-428,-187,212,-441,-136,117,-35,-319,-53,-97,-63,0,95,-16,-227,-10,39,-43,8,86,-50,-232,-4,75,-70,-121,67,2,-221,5,-82,23,186,-19,-17,-134,3,29,179,247,229,47,-155,157,32,326,-174
