region_schema,region_parent,region_child,agerange,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-20,2020-10-21,2020-10-22,2020-10-23
admin_1,za,za-ec,,10,6,7,20,7,29,24,12,11,7,12,9,5,7,16,8,4,4,4,0,3,5,4,3,9,5,2,7,5,5,7,3,8,3,0,3,1,0,12,4,1,18,23,39,58,17,31,44,22,14,10,46,11,5,11
admin_1,za,za-fs,,0,123,3,16,7,15,8,18,19,9,7,6,8,4,2,5,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,178,5,7,14,9,8,0,14,0,11,6,3,35,38,43,28,14,19,21,10,60,41,49,16
admin_1,za,za-gt,,47,81,16,20,39,49,50,43,16,24,5,15,27,21,19,12,6,3,12,14,13,62,5,3,9,45,11,58,5,43,2,2,28,11,8,8,2,37,5,28,41,13,28,30,6,11,31,35,70,4,17,52,6,14,3
admin_1,za,za-lp,,0,0,0,23,0,0,0,12,0,0,43,0,0,1,0,0,0,0,67,0,19,0,18,0,0,0,22,0,2,0,0,0,5,0,0,0,0,0,0,0,24,6,4,0,0,0,5,0,5,0,0,5,0,0,11
admin_1,za,za-mp,,18,0,11,0,10,0,27,0,0,38,0,0,0,26,24,0,0,0,19,11,0,0,0,0,0,0,13,0,0,11,0,0,0,0,41,0,0,0,5,0,11,4,0,4,0,0,4,0,0,0,1,1,0,2,0
admin_1,za,za-nc,,0,0,0,9,0,5,0,11,0,0,0,5,0,0,15,0,0,0,11,6,0,2,0,0,0,5,0,0,8,0,0,0,10,0,7,7,0,0,0,0,7,0,4,0,0,0,5,0,0,11,0,2,0,0,0
admin_1,za,za-nl,,14,19,3,1,13,12,39,15,45,31,25,27,10,17,19,11,4,2,16,24,20,9,52,1,1,54,18,8,5,4,5,1,11,37,49,8,11,0,0,35,42,105,65,10,4,2,50,17,38,11,0,9,12,17,6
admin_1,za,za-nw,,16,0,0,8,18,0,9,0,0,0,10,0,10,15,0,0,0,15,0,0,0,0,0,0,16,0,9,0,0,0,5,0,8,0,7,0,0,0,0,5,0,0,7,0,0,3,0,8,0,0,0,0,10,0,0
admin_1,za,za-wc,,10,9,7,24,20,16,17,4,10,1,13,20,22,6,18,13,6,7,13,9,12,7,4,6,4,17,13,4,4,1,3,4,6,9,6,8,7,1,4,15,8,8,5,8,1,7,11,5,4,0,0,16,5,15,1
