region_schema,region_parent,region_child,agerange,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-31,2020-08-01,2020-08-02,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-30,2020-08-31,2020-09-01,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13
admin_0,,mw,,0,0,0,28,0,24,10,138,40,190,48,210,68,38,24,18,27,76,26,0,91,0,266,28,0,,0,107,,18,40,59,47,0,191,55,45,53,21,27,47,3,64,26,0,167,0,46,0,83,44,0,0,0,,353,16,17,0,18,0,48,25,0,96,4,7,7,24,0,238,10,16,14,0,10,27,18,15,6,90,0,,,0,0,9,1,0,26,56,13,7,0
admin_1,mw,mw-ba,,,0,0,0,6,0,3,2,1,0,0,0,3,0,0,0,0,0,0,9,0,,,0,,0,0,,1,0,0,0,0,0,0,0,5,,,0,0,0,0,0,5,0,0,0,0,0,0,,0,0,2,,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,,
admin_1,mw,mw-bl,,,0,0,0,0,0,30,0,13,2,16,5,4,4,0,16,5,5,0,0,0,,,-4,,0,67,,11,0,37,25,0,63,19,10,15,,,0,0,25,15,0,99,0,0,0,0,0,0,,0,0,234,,0,14,2,0,21,17,0,29,0,1,7,2,0,210,2,0,8,0,0,0,12,15,0,5,,,12,0,,0,5,0,25,50,10,3,,
admin_1,mw,mw-ck,,,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,6,0,,,0,,0,0,,0,0,0,0,0,1,0,0,0,,,0,0,0,0,0,4,0,4,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,,
admin_1,mw,mw-cr,,,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,6,2,0,0,0,,,-8,,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,9,,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,,,0,0,,0,0,0,0,0,0,0,,
admin_1,mw,mw-ct,,,0,0,0,0,0,26,5,3,2,0,0,0,0,0,0,1,0,0,2,0,,,-1,,0,1,,0,2,0,0,0,0,1,1,0,,,2,0,0,1,0,0,0,0,0,0,0,0,,0,0,11,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,,
admin_1,mw,mw-de,,,0,0,0,0,0,10,0,0,0,2,0,0,0,0,0,4,1,0,2,0,,,0,,0,0,,0,0,0,0,0,0,0,0,2,,,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,1,0,0,,
admin_1,mw,mw-do,,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,2,0,3,0,,,0,,0,1,,0,0,0,1,0,3,7,0,3,,,0,0,0,0,0,0,0,0,0,0,2,0,,0,0,3,,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,3,0,0,0,0,0,3,0,,,0,0,,4,0,0,0,0,0,0,,
admin_1,mw,mw-ks,,,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,0,,0,3,,0,0,0,0,0,2,0,6,0,,,0,0,0,0,0,10,0,0,0,1,1,0,,0,0,-1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,,
admin_1,mw,mw-li,,,0,0,0,0,0,0,0,0,0,188,30,2,0,0,0,47,0,0,0,0,,,0,,0,0,,0,0,0,0,0,83,1,0,0,,,0,0,15,0,0,15,0,14,0,53,0,0,,0,0,0,,16,2,0,0,1,1,0,6,0,0,0,0,0,17,7,0,0,0,3,1,2,0,0,0,,,0,0,,0,1,0,0,0,0,0,,
admin_1,mw,mw-lk,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,,0,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,,
admin_1,mw,mw-mc,,,0,0,0,0,0,19,0,0,1,2,0,1,0,2,0,0,0,0,4,0,,,0,,0,2,,0,2,0,0,0,0,0,5,0,,,2,0,0,0,0,0,0,4,0,2,2,0,,0,0,1,,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,1,0,,0,0,0,0,0,0,0,,
admin_1,mw,mw-mg,,,0,0,0,0,0,0,0,0,5,0,0,15,0,10,0,0,0,0,20,0,,,31,,0,0,,0,0,0,5,0,6,0,0,0,,,0,0,10,1,0,0,0,11,0,0,0,0,,0,0,4,,0,0,0,0,3,0,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,1,0,,
admin_1,mw,mw-mh,,,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,19,,0,0,,0,4,0,0,0,0,0,10,0,,,0,0,6,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,,,1,0,,0,0,0,0,0,0,0,,
admin_1,mw,mw-mu,,,0,0,0,0,0,0,4,0,2,0,0,0,0,1,0,0,0,0,3,0,,,0,,0,10,,0,2,1,0,0,0,0,0,0,,,0,0,0,3,0,2,0,0,0,0,0,0,,0,0,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,,
admin_1,mw,mw-mw,,,0,0,0,0,0,29,0,0,0,0,3,4,-4,0,0,0,11,0,0,0,,,-28,,0,0,,0,0,0,0,0,0,0,5,0,,,0,0,0,0,0,0,0,0,0,0,32,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,,
admin_1,mw,mw-mz,,,0,0,0,0,0,0,0,158,3,0,15,7,0,0,0,0,3,0,18,0,,,0,,0,0,,0,20,5,0,0,16,20,0,0,,,0,0,5,3,0,0,0,4,0,0,3,0,,0,0,14,,0,0,0,0,14,4,0,27,0,3,0,12,0,0,0,16,0,0,0,0,0,0,0,84,,,40,0,,0,0,0,0,0,0,4,,
