region_schema,region_parent,region_child,agerange,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-16,2020-11-17,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-29,2020-11-30,2020-12-01,2020-12-02,2020-12-03,2020-12-04,2020-12-05,2020-12-07,2020-12-08,2020-12-09,2020-12-10,2020-12-11,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26
admin_0,,mw,,,1498,1613,1613,1742,1864,1864,1984,2069,2261,2364,2430,2497,2614,2712,2810,2907,2992,3045,3149,3302,3302,3453,3453,3640,3709,3709,,3981,3981,4185,,4273,4347,4426,4491,4575,4575,4658,4673,4712,4748,4905,4988,5026,5072,5125,5193,5193,5275,5282,5322,5322,5414,5423,5423,5489,5489,5536,,5536,5579,5593,5608,5608,5614,5614,5630,5653,5653,5669,5676,5690,5697,5701,5701,5711,5716,5716,5731,5731,5737,5744,5744,5761,5763,5768,5770,,5773,5773,5783,5783,5794,5796,5796,5800,5809,5816,5821,5821,5827,5827,5827,5836,5852,5857,5860,5861,5864,5868,5879,5879,5890,5890,5894,5904,5916,5923,5923,5923,5932,5933,5934,5934,5940,5948,5948,5953,5953,5953,5955,,5965,5971,5998,5998,5998,6003,6003,6009,6017,6024,6025,6025,6028,6028,6040,6047,6047,6051,6051,6051,6051,6053,6063,6063,6066,6080,6080,6138,6138,6138,6161,6161,6248,6248,6248,6248
admin_1,mw,mw-ba,,19,,20,22,22,22,26,32,36,37,37,39,40,40,40,40,42,43,43,43,43,44,44,,38,38,,39,39,40,,41,41,41,42,42,42,42,42,42,42,,44,44,44,45,45,45,45,45,46,46,46,47,47,,47,47,48,49,,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,,49,49,49,,49,49,49,49,49,49,49,49,,49,49,49,49,,49,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,49,49,49,49,49,49,49,,49,49,49,49,49,49,49,49,49,,49,49,49,49,50,50,,50,50,50,50,50,50,50,50,50,50,50,,50,50,50,50,50,50,50,
admin_1,mw,mw-bl,,376,,395,436,452,452,489,506,571,596,625,641,666,693,746,781,813,837,855,939,939,992,992,,1,1,,1180,1180,1287,,1318,1321,1353,1372,1408,1408,1444,1448,1462,1469,,1560,1625,1671,1690,1716,1716,1746,1746,1768,1768,1809,1813,1813,,1840,1840,1849,1862,,1863,1877,1877,1881,1881,1886,1895,1895,1900,1904,1904,1909,1911,1911,1915,1917,1917,1921,1921,1925,1931,1931,1938,1939,1941,,1943,1944,1944,,1947,1947,1957,1957,1961,1964,1970,1970,,1970,1975,1975,1979,,1980,1986,1986,1988,1991,1991,1991,1992,1992,1995,1996,1996,1998,1998,1998,2002,2002,2002,2002,2003,2004,2004,2007,2007,2007,2007,,2009,2013,2027,2027,2027,2029,2029,2030,2034,,2039,2039,2041,2041,2047,2049,,2049,2049,2053,2053,2053,2053,2053,2053,2065,2065,2065,,2065,2065,2065,2065,2065,2065,2065,
admin_1,mw,mw-ck,,16,,17,17,17,17,17,17,18,19,19,19,19,19,19,19,19,20,20,20,20,20,20,,26,26,,26,26,28,,30,30,35,35,38,38,39,41,41,42,,44,43,43,43,43,43,43,43,43,43,44,44,44,,44,44,44,44,,44,44,44,44,44,44,44,44,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,,46,46,46,,46,46,46,46,46,46,46,46,,46,46,46,46,,46,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,,44,44,44,44,44,44,44,44,44,,44,44,44,44,45,45,,45,45,45,45,45,45,45,45,45,45,45,,45,45,45,45,45,45,45,
admin_1,mw,mw-cr,,7,,8,8,8,8,9,9,12,12,12,12,13,13,13,13,13,13,14,16,16,17,17,,17,17,,18,18,20,,20,20,20,22,23,23,23,24,24,28,,33,35,35,35,35,35,35,35,35,35,39,39,39,,39,39,44,44,,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,47,47,47,47,47,47,47,47,,47,47,47,,47,47,47,47,47,47,47,47,,47,47,47,47,,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,,47,47,37,37,37,37,37,37,37,,37,37,37,37,37,37,,37,37,37,37,37,37,37,37,37,37,37,,37,37,37,37,37,37,37,
admin_1,mw,mw-ct,,28,,36,36,37,37,40,40,41,41,41,44,44,46,46,46,46,46,46,47,47,49,49,,46,46,,49,49,50,,50,50,52,52,52,52,52,52,52,52,,52,52,52,52,63,63,63,63,63,63,63,63,63,,63,63,64,64,,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,,64,64,64,,64,64,64,64,64,64,64,64,,64,64,64,64,,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,,64,64,64,64,64,64,64,64,64,,64,64,64,64,64,64,,64,64,64,64,64,64,64,64,64,64,64,,64,64,64,64,64,64,64,
admin_1,mw,mw-de,,15,,17,18,18,18,18,18,22,24,24,28,28,28,28,29,32,32,32,32,32,32,32,,32,30,,32,32,32,,33,33,33,34,34,34,34,34,34,34,,39,39,39,48,49,49,49,49,50,50,50,50,50,,50,50,50,50,,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,,50,50,50,,50,50,50,50,50,50,50,50,,50,50,50,50,,50,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,,52,52,54,54,54,54,54,55,55,,55,55,55,55,55,55,,55,55,55,55,55,55,55,55,55,55,55,,55,55,55,55,55,55,55,
admin_1,mw,mw-do,,11,,16,16,18,18,20,20,28,33,36,38,43,46,49,51,51,51,53,59,59,62,62,,58,58,,59,59,60,,60,60,60,63,63,63,65,66,66,67,,67,67,67,67,68,68,69,69,69,69,71,71,71,,75,75,73,73,,73,73,73,74,74,74,76,76,77,77,77,77,77,77,77,80,80,80,80,80,80,80,81,81,81,,81,81,81,,82,82,82,82,82,84,84,84,,84,84,84,87,,90,91,91,91,91,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,,95,95,95,95,95,95,95,95,95,,95,95,95,95,95,95,,95,95,95,95,95,95,95,95,95,95,95,,95,95,95,95,95,95,95,
admin_1,mw,mw-ks,,11,,13,13,13,13,14,17,19,21,21,23,23,23,24,27,29,29,31,35,35,37,37,,40,40,,42,42,43,,43,43,43,43,43,43,45,46,46,46,,46,46,46,46,46,46,46,46,47,47,48,48,48,,48,48,48,48,,48,48,48,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,,49,49,49,,49,49,49,49,49,49,49,49,,49,49,49,49,,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,,49,49,49,49,49,49,49,49,49,,49,49,49,49,49,49,,49,49,49,49,49,49,49,49,49,49,49,,49,49,49,49,49,49,49,
admin_1,mw,mw-li,,311,,326,374,409,409,425,441,463,486,490,497,533,560,576,600,606,610,671,687,687,726,726,,770,754,,850,850,897,,921,974,996,1020,1041,1041,1060,1064,1086,1094,,1123,1139,1139,1140,1166,1166,1196,1196,1207,1207,1220,1223,1223,,1248,1248,1267,1283,,1283,1297,1297,1297,1297,1298,1309,1309,1314,1315,1327,1327,1327,1327,1333,1333,1333,1338,1338,1338,1339,1339,1348,1349,1349,,1349,1349,1349,,1350,1350,1350,1350,1350,1352,1352,1352,,1352,1353,1353,1353,,1365,1367,1368,1368,1369,1376,1376,1379,1379,1379,1380,1380,1382,1382,1382,1384,1385,1386,1386,1388,1392,1392,1394,1394,1394,1395,,1396,1396,1396,1396,1396,1398,1398,1398,1400,,1402,1402,1405,1405,1405,1409,,1409,1409,1409,1409,1409,1409,1409,1409,1412,1412,1412,,1412,1412,1412,1412,1412,1412,1412,
