region_schema,region_parent,region_child,agerange,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02
admin_1,au,au-vic,,1447,1576,1659,1772,1856,2001,2109,2233,2441,2529,2697,2830,3002,3222,3442,3574,3877,4001,4280,4471,4593,4931,5195,5416,5743,5962,6193,6591,6816,7032,7255,7481,7650,7800,8030,8156,8365,8512,8642,8802,8932,9031,9166,9260,9354,9462,9511,9584,9663,9714,9781,9839,9895,9935,9968,10011,10044,10100,10144,10187,10212,10239,10277,10304,10329,10345,10366,10384,10408,10422,10433,10459,10468,10473,10476,10490,10506,10506,10507,10512,10526,10525,10530,10537,10546,10550
