region_schema,region_parent,region_child,agerange,2020-05-08,2020-05-10,2020-05-15,2020-05-16,2020-05-17,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-14,2020-11-15,2020-11-16,2020-11-17,2020-11-18,2020-11-19,2020-11-20
lga,au-vic,latrobe,,0,,,,,,,,,,0,0,0,,,,0,,,,,,,,0,,,,,0,,,,,-1,0,0,0,0,1,,,1,0,,,0,0,0,,,,,0,,,1,1,1,3,2,0,6,,,,4,0,1,-1,-5,2,-1,-2,-4,-5,0,-2,0,0,0,0,,,2,0,-1,-1,1,0,0,0,,,1,-1,-1,0,-4,0,-1,0,1,-1,-1,-1,-1,-1,-1,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,,,,,0,,,,0,0,,,0,0,,,,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
lga,au-vic,loddon,,0,,,,,,,,,,0,0,0,,,,0,,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,,,0,1,,,0,0,0,,,,,0,,,0,0,0,0,0,-1,0,,,,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,0,0,,,0,0,,,,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
lga,au-vic,macedon ranges,,0,,,,,,,,,,0,0,0,,,,-1,,,,,,,,0,,,,,,,,,,0,0,0,1,2,0,,,0,1,,,1,1,2,,,,,3,,,-1,9,2,6,0,-1,-6,,,,0,2,2,1,0,-3,-2,1,-8,-4,-1,0,-1,0,0,-6,,,0,0,-1,-2,-2,0,0,0,,,0,0,0,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,,,,,0,,,,0,0,,,0,0,,,,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
lga,au-vic,manningham,,0,,,,,,,,,,1,0,0,,,,0,,,,,,,,0,,,,,1,,,,,-1,5,-1,2,2,4,,,4,0,,,0,-3,4,,,,,3,,,9,0,7,4,3,2,4,,,,0,1,-4,-3,-4,-1,1,-1,-21,-3,-3,0,-2,0,-3,-2,,,-1,0,-1,-2,-5,-3,0,-1,,,-1,-1,0,-2,0,2,0,0,0,1,-1,0,-1,-2,2,-1,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,,,,,0,,,,0,0,,,0,0,,,,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
lga,au-vic,mansfield,,0,,,,,,,,,,0,0,0,,,,0,,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,,,0,0,,,-1,0,1,,,,,1,,,0,0,0,0,0,0,1,,,,0,0,0,-1,-1,0,0,0,-2,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,,,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,0,0,,,0,0,,,,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
lga,au-vic,maribyrnong,,1,,,,,,,,,,0,0,0,,,,1,,,,,,,,1,,,,,1,,,,,4,2,5,11,7,5,,,9,8,,,4,0,10,,,,,14,,,8,-6,15,28,-3,1,24,,,,-14,-1,-3,-9,-10,-4,-16,-7,-77,-9,-1,-7,2,-2,-9,-10,,,-1,-12,-1,-3,-5,3,-4,-5,,,-4,-4,-23,-4,-2,1,1,2,-2,1,1,-1,-3,3,0,0,-3,0,0,-1,-1,-2,2,-1,-1,0,-1,0,-1,,,,,0,,,,0,0,,,0,0,,,,0,-1,,,,,0,-2,-2,0,0,0,0,0,,,,,,,,,0,0,0,0,0
lga,au-vic,maroondah,,1,,,,,,,,,,0,2,0,,,,0,,,,,,,,-2,,,,,,,,,,1,0,1,2,0,1,,,2,0,,,2,1,2,,,,,4,,,1,0,1,0,-1,0,-3,,,,2,2,4,-1,-4,-2,-3,-2,-12,-3,1,-3,-1,1,-3,0,,,-2,-2,-1,0,0,1,-1,-1,,,-4,-1,0,-1,0,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,,,,,0,,,,0,0,,,0,0,,,,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
lga,au-vic,melbourne,,0,,,,,,,,,,-1,1,1,,,,-1,,,,,,,,-1,,,,,9,,,,,20,98,-23,26,-2,16,,,10,-25,,,1,-13,18,,,,,14,,,12,8,-2,1,-5,1,1,,,,-9,1,-1,-4,-10,-2,-10,-4,-118,-17,-5,3,-18,-5,-6,-7,,,-1,-6,2,-7,-14,1,2,-1,,,2,-1,-3,-7,-4,-19,-1,-1,-3,0,-5,-2,-3,1,-3,-2,-1,-1,-3,0,-5,-2,0,-2,-2,0,-2,1,-1,,,,,0,,,,0,0,,,0,0,,,,0,0,,,,,0,0,-1,0,0,-1,0,0,,,,,,,,,0,0,0,0,0
lga,au-vic,melton,,2,,,,,,,,,,0,0,0,,,,0,,,,,,,,1,,,,,5,,,,,-2,5,4,6,11,13,,,14,1,,,18,4,26,,,,,59,,,39,9,5,30,15,35,4,,,,12,3,1,10,-9,-26,-13,-8,-152,-32,-6,-30,-30,-6,-9,-14,,,-12,-5,-6,-5,1,-11,-1,-7,,,-6,-6,-6,-1,2,0,-11,-3,-5,-1,-2,-2,-6,-2,-19,2,-7,-1,-6,-7,-7,2,-1,1,1,1,-1,-1,-2,,,,,-1,,,,0,0,,,0,-2,,,,0,0,,,,,0,-1,0,-3,0,0,0,-2,,,,,,,,,0,0,0,0,0
lga,au-vic,mildura,,0,,,,,,,,,,0,0,0,,,,0,,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,,,0,0,,,0,0,0,,,,,0,,,0,0,0,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,0,0,,,0,0,,,,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
lga,au-vic,mitchell,,0,,,,,,,,,,0,0,0,,,,0,,,,,,,,4,,,,,0,,,,,-2,3,3,-1,2,1,,,-4,-1,,,-2,0,-2,,,,,4,,,5,-1,1,4,3,2,-1,,,,-1,2,-1,-3,0,-1,-1,-1,-14,2,-2,3,0,-1,-1,0,,,-1,0,-3,0,0,-2,-1,-1,,,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,0,1,0,,,,,0,,,,-1,0,,,-4,0,,,,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
lga,au-vic,moira,,0,,,,,,,,,,0,0,0,,,,0,,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,,,0,0,,,0,0,0,,,,,0,,,0,0,1,0,0,-1,0,,,,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,,,0,0,0,1,0,-1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,0,0,,,0,0,,,,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
lga,au-vic,monash,,0,,,,,,,,,,0,1,0,,,,0,,,,,,,,-1,,,,,,,,,,0,4,3,2,2,3,,,1,2,,,1,2,6,,,,,2,,,7,5,-5,6,1,8,1,,,,-4,0,-4,2,-7,1,-1,6,-22,-5,-1,-2,-7,2,-2,3,,,-2,0,-1,0,-1,-9,1,0,,,-6,-5,-15,0,-1,1,1,-1,-3,-1,-2,-1,-1,0,-1,1,-1,1,0,0,2,2,1,1,2,4,0,0,-1,,,,,4,,,,-1,-1,,,-2,-1,,,,-1,-1,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
lga,au-vic,moonee valley,,0,,,,,,,,,,0,0,0,,,,0,,,,,,,,2,,,,,4,,,,,21,36,2,41,14,10,,,-9,-5,,,8,-7,20,,,,,6,,,7,8,3,6,8,-1,8,,,,-1,-9,4,0,-4,-8,-5,-7,-88,-17,-7,-6,-9,3,-2,-11,,,-3,-5,-5,-3,2,-8,-2,1,,,5,-1,-6,1,-2,-2,7,2,-5,3,2,-3,-1,-8,0,-1,0,-4,0,-2,-2,0,0,-7,-4,0,0,-1,-3,,,,,-2,,,,0,-1,,,0,0,,,,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
lga,au-vic,moorabool,,0,,,,,,,,,,0,0,0,,,,0,,,,,,,,0,,,,,,,,,,0,0,0,1,0,0,,,0,0,,,1,0,3,,,,,0,,,2,2,-1,-1,-2,2,1,,,,1,0,0,0,-4,0,-4,2,2,0,0,3,-2,4,0,2,,,0,0,-3,-1,0,-2,0,0,,,-1,-1,0,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,,,,,0,,,,0,0,,,0,0,,,,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
lga,au-vic,moreland,,0,,,,,,,,,,-1,1,0,,,,2,,,,,,,,3,,,,,-5,,,,,12,7,4,8,14,7,,,21,2,,,15,5,11,,,,,20,,,32,-1,7,18,-8,15,3,,,,-15,-2,12,2,-6,-15,-10,3,-110,-14,-5,-15,-11,3,-8,-3,,,-10,-14,-12,0,-18,-14,-11,-8,,,-10,-6,-7,-6,-19,-10,-5,-6,1,1,-1,-1,-2,-1,-3,-1,-1,-2,0,-5,-1,-3,-2,-2,-2,-2,-2,0,-1,,,,,-1,,,,0,-1,,,0,0,,,,0,0,,,,,0,0,0,0,0,0,-1,0,,,,,,,,,0,0,0,0,0
lga,au-vic,mornington peninsula,,0,,,,,,,,,,0,0,0,,,,0,,,,,,,,-1,,,,,,,,,,0,0,0,0,3,2,,,0,-1,,,1,1,1,,,,,2,,,2,1,0,5,2,3,1,,,,5,7,5,2,5,9,3,3,-10,-2,0,1,-4,-1,-2,3,,,0,-1,-4,0,-2,-9,-2,-6,,,-6,-2,-2,-2,0,-1,0,-1,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,0,0,,,0,0,,,,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
lga,au-vic,mount alexander,,0,,,,,,,,,,0,0,0,,,,0,,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,,,0,0,,,0,1,0,,,,,0,,,0,1,0,0,1,0,-2,,,,-1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,0,0,,,0,0,,,,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
lga,au-vic,moyne,,0,,,,,,,,,,0,0,0,,,,0,,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,,,0,0,,,0,0,0,,,,,0,,,0,1,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,0,0,,,0,0,,,,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
lga,au-vic,murrindindi,,0,,,,,,,,,,0,0,0,,,,0,,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,,,0,0,,,0,0,0,,,,,1,,,0,0,0,0,1,-1,0,,,,0,1,0,0,1,0,0,0,3,-1,0,0,0,0,0,0,,,-4,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,0,0,,,0,0,,,,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
lga,au-vic,nillumbik,,0,,,,,,,,,,1,0,0,,,,0,,,,,,,,0,,,,,0,,,,,0,0,1,1,2,3,,,0,1,,,1,0,2,,,,,2,,,2,7,-1,6,4,-2,0,,,,-1,-1,-2,-1,-4,0,-2,0,-8,-2,2,-3,-4,0,-2,-1,,,-20,-3,-3,-2,-1,-2,1,0,,,0,-1,-1,0,0,1,0,-3,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,,,,,0,,,,0,0,,,0,0,,,,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
lga,au-vic,northern grampians,,0,,,,,,,,,,0,0,0,,,,0,,,,,,,,0,,,,,,,,,,0,0,0,0,0,1,,,0,0,,,0,0,0,,,,,1,,,1,0,0,-1,-1,1,0,,,,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,0,0,,,0,0,,,,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
lga,au-vic,overseas,,0,,,,,,,,,,0,0,0,,,,0,,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,,,0,0,,,0,0,0,,,,,-1,,,0,0,0,0,0,0,1,,,,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,-1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,0,0,,,0,0,,,,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
lga,au-vic,port phillip,,0,,,,,,,,,,0,0,0,,,,0,,,,,,,,0,,,,,1,,,,,-2,2,0,6,3,-2,,,-1,5,,,2,-2,7,,,,,-2,,,2,1,4,9,2,-2,5,,,,-2,1,3,-4,8,-5,-1,-2,-25,2,1,0,-13,3,1,2,,,-3,-5,1,-3,4,-1,2,-1,,,3,1,0,-3,-2,-2,0,-3,0,1,-2,0,-5,-1,-8,0,-1,-1,-1,-1,0,-2,0,0,0,0,-1,0,1,,,,,0,,,,-1,-2,,,0,0,,,,0,0,,,,,0,0,0,0,0,0,-1,0,,,,,,,,,0,0,0,0,0
lga,au-vic,pyrenees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,,,0,0,0,,,,,0,,,1,0,1,-1,0,0,1,,,,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0,0,,,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,0,0,,,0,0,,,,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
lga,au-vic,queenscliffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,,,0,0,0,,,,,0,,,1,0,0,0,0,0,-1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,0,0,,,0,0,,,,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
lga,au-vic,south gippsland,,0,,,,,,,,,,0,0,0,,,,0,,,,,,,,0,,,,,,,,,,0,1,0,0,0,1,,,0,1,,,0,1,0,,,,,0,,,1,0,1,-1,0,0,0,,,,0,0,0,0,0,0,0,0,-3,0,0,-1,0,0,0,0,,,0,0,0,0,0,0,0,1,,,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,0,0,,,0,0,,,,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
lga,au-vic,southern grampians,,0,,,,,,,,,,0,0,0,,,,0,,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,,,0,0,,,0,0,0,,,,,0,,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,0,0,,,0,0,,,,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
lga,au-vic,stonnington,,0,,,,,,,,,,0,0,0,,,,0,,,,,,,,-1,,,,,1,,,,,1,1,2,1,1,4,,,2,0,,,0,1,3,,,,,8,,,-3,-1,0,6,2,1,-2,,,,3,1,-3,-2,-5,-5,-3,-10,-18,-1,3,-5,-4,1,-1,1,,,-2,-3,0,-3,-3,-1,-1,2,,,2,0,0,0,-1,0,-1,0,-2,-1,0,0,-1,0,-2,-2,0,0,0,0,0,2,-1,0,-1,0,0,0,0,,,,,1,,,,0,0,,,0,0,,,,0,0,,,,,1,-1,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
lga,au-vic,strathbogie,,0,,,,,,,,,,0,0,0,,,,0,,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,,,0,0,,,0,0,0,,,,,0,,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,0,0,,,0,0,,,,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
lga,au-vic,surf coast,,0,,,,,,,,,,0,0,0,,,,0,,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,,,0,0,,,2,0,0,,,,,1,,,0,0,1,1,0,0,0,,,,0,-1,0,1,-1,0,0,1,-2,0,0,1,0,0,0,0,,,0,0,0,0,-1,0,-1,0,,,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,0,0,,,0,0,,,,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
lga,au-vic,swan hill,,0,,,,,,,,,,0,0,0,,,,0,,,,,,,,0,,,,,-1,,,,,0,0,0,1,0,0,,,0,0,,,0,0,0,,,,,0,,,0,0,0,0,0,-1,0,,,,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,0,0,,,0,0,,,,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
lga,au-vic,towong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,,,0,0,0,,,,,0,,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,0,0,,,0,0,,,,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
lga,au-vic,unknown,,0,,,,,,,,,,,-1,,,,,1,,,,,,,,-2,,,,,3,,,,,-1,1,-2,-8,-1,2,,,7,12,,,21,-13,-16,,,,,32,,,14,5,29,15,5,0,5,,,,6,0,-6,-3,-13,-5,-9,-3,-43,0,-4,18,18,-11,-8,1,,,-1,-2,7,-7,-12,-6,-1,7,,,-16,0,-6,1,-3,-1,-1,-3,0,2,1,-4,1,2,-1,2,-2,-2,-1,0,0,0,0,2,-2,0,0,0,0,,,,,0,,,,0,0,,,0,0,,,,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
lga,au-vic,wangaratta,,0,,,,,,,,,,0,0,0,,,,0,,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,,,0,0,,,1,-1,0,,,,,0,,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,0,0,,,0,0,,,,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
lga,au-vic,warrnambool,,0,,,,,,,,,,0,0,0,,,,0,,,,,,,,0,,,,,,,,,,0,0,0,1,0,0,,,0,0,,,0,0,0,,,,,0,,,0,0,0,0,0,-1,0,,,,0,1,-1,1,0,4,2,1,0,-1,0,0,0,0,-1,0,,,0,-1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,0,0,,,0,0,,,,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
lga,au-vic,wellington,,0,,,,,,,,,,0,0,0,,,,0,,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,,,0,0,,,0,0,0,,,,,0,,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,0,0,0,-1,0,0,-1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,0,0,,,0,0,,,,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
lga,au-vic,west wimmera,,0,,,,,,,,,,0,0,0,,,,0,,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,,,0,0,,,0,0,0,,,,,0,,,0,0,0,1,0,0,0,,,,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,0,0,,,0,0,,,,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
lga,au-vic,whitehorse,,0,,,,,,,,,,0,0,0,,,,0,,,,,,,,0,,,,,2,,,,,0,7,2,6,5,1,,,2,3,,,-4,-1,4,,,,,1,,,1,-1,0,1,-3,2,4,,,,3,0,-1,3,-5,-6,-1,-4,-30,-2,-3,-7,-3,1,-3,3,,,0,0,-2,-1,3,-3,-4,1,,,1,1,1,-1,-1,-1,0,0,0,-3,0,0,-1,0,0,-1,0,0,-1,0,0,1,-1,0,0,1,0,0,2,,,,,0,,,,0,0,,,0,0,,,,-3,0,,,,,0,0,0,-1,0,0,0,0,,,,,,,,,0,0,0,0,0
lga,au-vic,whittlesea,,0,,,,,,,,,,0,0,0,,,,0,,,,,,,,1,,,,,0,,,,,3,0,2,8,1,12,,,22,7,,,23,15,17,,,,,40,,,18,-3,12,45,9,8,31,,,,3,5,-13,2,-13,-22,-25,-6,-146,-35,-17,-26,-17,1,-21,-14,,,-23,-11,-1,-11,-21,-16,-3,-11,,,-5,-4,-9,-2,-10,0,-2,-1,-1,-4,-4,0,-8,-2,1,1,0,-2,0,-3,-1,-1,0,-1,-1,-1,0,0,-1,,,,,0,,,,0,0,,,0,-1,,,,0,0,,,,,0,0,-1,0,0,0,-1,0,,,,,,,,,0,0,0,0,0
lga,au-vic,wodonga,,0,,,,,,,,,,0,0,0,,,,0,,,,,,,,0,,,,,,,,,,0,-1,0,0,0,0,,,0,0,,,0,0,0,,,,,0,,,0,0,0,0,0,0,0,,,,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,0,0,,,0,0,,,,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
lga,au-vic,wyndham,,3,,,,,,,,,,0,-3,2,,,,0,,,,,,,,2,,,,,5,,,,,13,18,24,21,18,16,,,32,10,,,27,21,14,,,,,69,,,52,16,22,94,46,4,10,,,,14,-16,4,-1,-28,-24,-33,-20,-267,-77,-9,-52,-26,-11,-15,-35,,,-6,-17,-10,-13,7,-36,-16,-3,,,6,-36,-16,-4,-6,-3,0,-11,-1,-10,-10,-25,-11,-5,-3,1,-15,1,1,-2,-1,-5,-4,-3,-4,-2,-3,-2,1,,,,,-1,,,,-4,1,,,-1,-1,,,,0,-1,,,,,0,-3,-1,-2,-2,-2,-1,-2,,,,,,,,,0,0,0,0,0
lga,au-vic,yarra,,0,,,,,,,,,,0,0,0,,,,-1,,,,,,,,5,,,,,2,,,,,3,2,1,10,10,8,,,18,6,,,-3,-1,3,,,,,12,,,1,7,4,9,-1,-4,-5,,,,-6,-7,0,2,-8,-2,-8,-1,-63,2,0,-4,-11,3,2,-6,,,-6,0,-1,-2,0,-7,-4,-4,,,0,1,-1,-2,-5,-3,-1,-3,-1,-1,-2,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,,,,,0,,,,0,0,,,-2,0,,,,0,0,,,,,0,0,0,0,0,-1,0,0,,,,,,,,,0,0,0,0,0
