region_schema,region_parent,region_child,agerange,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14
admin_1,au,au-vic,,1629,1778,1876,2017,2100,2213,2329,2499,2698,2795,2967,3082,3226,3432,3607,3737,3755,4088,4317,4481,4625,4945,5201,5406,5690,5877,6038,6327,6534,6733,6943,7103,7245,7395,7544,7636,7805,7961,8070,8177,8263,8376,8483,8563,8645,8735,8776,8845,8906,8959,9016,9046,9096,9129,9153,9198,9228,9270,9304,9321,9337,9357,9397,9409,9425,9442,9455,9437,9490,9507,9523,9539,9552,9556,9561,9573,9581,9586,9598,9604,9606,9610,9613,9618,9623,9625,9633,9641,9643,9652,9652,9658,9661,9668,9673,9678,9684,9686
