month,seek
2020-05,62
2020-06,8401
2020-07,18069
2020-08,28130
2020-09,37230
2020-10,46665
2020-11,56445
2020-12,66225
2021-01,76011
2021-02,85494
2021-03,94323
2021-04,103152
2021-05,111654
2021-06,121146
2021-07,131004
2021-08,140888
2021-09,150818
2021-10,160748
