month,seek
2020-01,62
2020-02,2925
2020-03,14786
2020-04,27578
2020-05,40230
2020-06,53370
2020-07,66109
2020-08,79425
2020-09,93915
2020-10,108225
2020-11,122132
2020-12,135242
2021-01,148789
2021-02,162336
2021-03,174572
2021-04,188119
2021-05,201229
2021-06,214776
2021-07,227888
2021-08,241466
2021-09,255044
2021-10,268203
2021-11,282415
2021-12,296333
2022-01,310480
2022-02,325688
