region_schema,region_parent,region_child,agerange,2020-01-12,2020-01-17,2020-01-22,2020-01-24,2020-01-25,2020-01-26,2020-01-28,2020-02-04,2020-02-08,2020-02-11,2020-02-15,2020-02-17,2020-02-25,2020-02-26,2020-03-02,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-15,2020-05-18,2020-05-19,2020-05-21,2020-05-23,2020-05-25,2020-05-26,2020-05-28,2020-05-29,2020-05-31,2020-06-01,2020-06-04,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-12,2020-06-14,2020-06-18,2020-06-20,2020-06-22,2020-06-23,2020-06-26,2020-06-29,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-09,2020-07-11,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-30,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-09,2020-08-13,2020-08-14,2020-08-18,2020-08-19,2020-08-20,2020-08-23,2020-08-25,2020-08-26,2020-08-28
admin_0,,th,,1,2,3,4,5,7,9,11,14,15,16,17,18,19,20,22,23,32,33,38,50,58,62,72,91,110,135,202,266,314,354,402,443,492,552,626,688,751,807,858,900,957,984,1006,1047,1070,1091,1113,1131,1146,1165,1180,1200,1215,1234,1255,1275,1284,1293,1300,1307,1316,1321,1323,1328,1336,1337,1342,1346,1347,1364,1365,1366,1371,1374,1376,1378,1380,1381,1383,1384,1385,1386,1388,1389,1391,1392,1393,1394,1396,1400,1404,1405,1408,1410,1411,1412,1413,1416,1418,1422,1426,1427,1428,1430,1431,1432,1441,1442,1443,1445,1447,1450,1452,1455,1458,1461,1463,1466,1468,1469,1471,1472,1473,1476,1477,1479,1481,1487,1489,1490,1491,1495,1498,1499,1502
