region_schema,region_parent,region_child,agerange,2020-01-22,2020-01-28,2020-01-31,2020-02-04,2020-02-08,2020-02-25,2020-02-26,2020-02-28,2020-02-29,2020-03-05,2020-03-06,2020-03-07,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-14,2020-05-15,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-23,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-12,2020-06-13,2020-06-18,2020-06-19,2020-06-21,2020-06-23,2020-06-24,2020-06-25,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-04,2020-07-05,2020-07-06,2020-07-08,2020-07-09,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-12,2020-08-13,2020-08-14,2020-08-16,2020-08-17,2020-08-18,2020-08-20,2020-08-21,2020-08-23,2020-08-24,2020-08-25,2020-08-27,2020-08-28,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07
admin_0,,th,,1,5,10,14,18,19,21,22,23,27,28,30,31,36,40,42,44,64,89,115,140,181,212,276,397,455,513,580,643,693,752,833,897,963,1020,1068,1120,1168,1213,1237,1253,1323,1354,1383,1406,1421,1434,1449,1464,1473,1486,1500,1511,1518,1528,1534,1540,1548,1592,1602,1609,1611,1612,1618,1619,1621,1623,1624,1625,1627,1630,1631,1634,1638,1639,1645,1648,1649,1650,1651,1653,1655,1657,1666,1675,1685,1686,1689,1690,1691,1706,1707,1709,1713,1716,1717,1718,1720,1725,1730,1735,1736,1739,1740,1741,1744,1746,1748,1754,1758,1761,1765,1767,1771,1776,1777,1779,1785,1788,1790,1795,1798,1799,1804,1807,1812,1819,1820,1826,1828,1830,1831,1836,1842,1844,1847,1849,1853,1854,1869,1872,1873,1878,1879,1890,1891,1892,1893,1899,1900,1901,1903,1905,1906,1909,1910,1914,1915,1919,1923,1927,1928
