region_schema,region_parent,region_child,agerange,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-06,2020-05-09,2020-05-10,2020-05-11,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-19,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25
admin_1,au,au-nsw,,2284,2294,2300,2306,2418,2463,2504,2515,2543,2571,2595,2605,2611,2612,2614,2648,2648,2653,2653,2656
