region_schema,region_parent,region_child,agerange,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03
admin_1,fr,fr-30,,5,44,21,1,27,20,38,0,3,7,11,23,2,18,15,6,24,4,3,2,16,6,48,26,11,13,21,45,59,84,37,0,6,8,4,11,26,13,1,7,9,26,7,26,2,0,5,15,26,14,20,0,0,2,7,15,4,18,0,2,0,2,6,2,16,12,1,5,42,8,44,17,34,9,0,34,19,28,34,27,18,6,42,38,55,56,2,35,77,58,28,86,36,122,11,53,104,134,117,82,97,43,135,172,46,182,3,152,46,77,122,270,185,210,130,58,62,257,163,170,252,246,17,40,303,257,165,381,203,81,141,262,373,221,300,170,104,217,289,409,191,390,317
admin_1,fr,fr-31,,34,15,49,7,20,1,17,6,6,9,2,3,3,0,26,0,8,0,1,3,17,14,4,3,0,7,12,16,11,30,16,4,2,9,14,9,48,1,2,10,24,31,3,12,17,1,8,26,13,31,18,10,2,3,11,9,10,32,7,4,20,1,8,19,38,25,10,14,56,32,95,50,73,6,22,56,34,182,36,66,35,64,154,197,71,219,107,55,58,154,184,206,135,237,80,109,312,227,285,211,208,135,76,427,310,218,262,317,166,168,466,460,917,179,279,195,358,799,789,996,820,417,302,703,1190,593,1308,1670,654,461,234,1232,1379,1086,980,855,102,527,881,889,1379,503,665
admin_1,fr,fr-32,,3,6,4,2,13,37,13,5,0,1,1,4,1,7,16,9,9,0,0,0,2,1,1,0,0,0,2,1,3,2,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,11,0,0,0,0,0,0,7,9,1,1,1,1,1,1,2,2,1,1,0,8,9,7,7,10,3,2,4,4,23,20,11,11,6,17,2,13,19,50,54,2,9,25,34,19,53,8,1,32,46,62,96,48,59,0,74,11,113,154,12,55,9,42,98,39,19,85,48,10,31,54,31,75,51,41
admin_1,fr,fr-33,,5,5,10,2,12,4,18,0,0,10,0,2,8,10,9,8,3,6,0,8,2,5,0,2,0,0,8,6,0,16,1,5,1,1,5,4,29,2,8,8,7,5,10,4,2,2,5,7,24,5,7,5,3,6,2,18,35,10,23,0,1,25,34,5,30,71,5,14,45,26,49,33,72,14,36,6,23,29,19,18,15,21,31,21,57,60,36,21,49,104,96,149,137,76,64,145,217,272,367,516,318,261,183,478,966,331,980,689,393,250,1458,1106,1055,918,530,588,485,884,854,471,1202,513,239,514,891,1334,358,494,825,213,826,246,526,583,558,394,178,804,221,757,228,571,420
admin_1,fr,fr-34,,20,11,9,3,0,41,15,42,8,8,2,6,0,0,6,0,6,10,0,0,10,4,2,5,1,4,2,2,16,6,0,0,3,13,1,6,2,3,0,0,2,14,4,1,19,0,4,6,8,7,7,7,6,3,8,27,3,6,25,0,0,16,8,26,10,7,7,13,41,12,6,23,17,8,36,20,38,26,94,8,2,33,45,48,54,131,20,38,58,105,189,174,246,147,20,125,424,351,427,388,186,181,190,276,563,380,339,364,123,270,389,369,604,160,313,108,296,252,576,310,481,279,105,188,817,175,330,523,340,109,315,254,539,248,490,313,165,239,643,203,474,579,361
admin_1,fr,fr-35,,11,73,84,0,8,6,7,7,13,9,0,2,6,5,17,2,0,8,0,8,3,3,0,8,0,1,3,2,2,2,0,0,2,0,0,2,2,0,0,0,0,2,8,0,2,0,0,1,2,3,2,2,1,0,1,5,5,27,14,1,15,14,3,22,17,13,9,0,42,35,55,67,46,58,37,73,65,63,76,57,20,36,95,61,94,41,22,19,46,13,53,56,39,55,22,55,89,101,90,181,26,30,56,110,75,177,131,120,55,104,97,228,316,340,192,97,166,374,427,327,260,366,142,197,351,477,481,534,510,38,250,515,451,714,143,344,103,255,360,435,404,409,330
admin_1,fr,fr-36,,1,12,1,1,2,4,0,0,0,0,0,2,0,0,0,2,1,1,0,0,6,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,4,2,1,7,0,0,0,1,3,6,7,3,0,5,5,10,0,8,8,0,8,1,1,6,2,0,2,10,22,23,23,18,14,4,4,17,31,7,8,5,0,14,2,30,5,21,8,4,22,9,37,37,37,24,0,13,27,15,21,31,17,0,7,37,18,22,4,29
admin_1,fr,fr-37,,11,14,10,0,15,14,31,17,5,7,7,3,9,2,7,9,2,2,0,2,0,2,5,6,1,1,3,2,0,4,5,1,1,4,5,3,1,2,0,2,0,0,0,2,2,8,4,3,0,6,0,0,0,0,8,2,0,1,7,1,3,6,0,3,7,14,1,4,19,12,38,13,29,1,4,23,18,13,24,26,4,23,5,8,13,20,22,1,8,14,27,30,48,40,7,40,53,60,58,69,63,0,28,74,70,70,83,87,0,84,48,87,115,116,92,28,18,175,98,211,161,117,57,31,274,146,301,200,120,58,22,447,57,136,72,153,19,80,186,239,54,240,147
admin_1,fr,fr-38,,8,25,11,3,13,1,23,12,0,12,2,14,2,16,10,21,27,0,4,0,9,4,7,6,0,0,22,14,5,9,2,6,0,5,3,7,5,10,0,4,3,5,2,0,8,0,0,8,4,2,6,4,6,5,3,20,5,11,15,5,12,18,11,16,8,14,7,2,30,32,22,1,16,7,46,0,29,29,0,19,7,18,66,24,8,24,47,15,11,28,32,113,67,62,12,151,144,37,96,210,88,32,89,124,145,365,3,170,92,101,278,349,370,383,270,86,252,278,772,445,269,492,89,274,338,858,617,984,50,184,381,440,1070,354,1133,443,232,390,648,795,679,906,737
admin_1,fr,fr-39,,0,2,10,2,0,2,4,0,6,12,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,1,3,0,0,0,0,3,7,0,0,0,0,0,5,3,2,0,2,4,2,2,4,0,2,2,4,0,0,2,4,14,0,0,3,3,0,0,9,8,7,7,3,4,3,9,8,3,4,3,1,3,0,1,1,0,4,0,6,12,0,6,0,6,5,3,10,6,2,14,14,6,7,14,15,0,1,11,24,0,29,27,2,0,48,0,24,7,33,6,6,15,47,8,19,16,36,13,24,36,31,25,26,5,23,74,8,58,40,25,22,9,34,52,62,15,61
admin_1,fr,fr-40,,4,0,0,0,0,7,7,0,0,0,0,0,1,1,1,3,0,0,0,0,6,4,0,1,1,0,0,0,6,0,0,0,2,2,2,0,0,0,0,0,0,4,0,4,6,0,0,0,10,18,4,0,1,1,0,6,5,5,2,0,0,0,8,11,1,10,0,0,1,2,2,1,0,0,4,0,2,0,2,2,0,1,1,0,8,10,4,2,1,3,16,9,4,5,1,5,14,22,22,27,14,4,4,29,21,47,51,30,13,1,40,73,59,80,56,21,5,80,109,123,147,70,10,55,59,143,155,262,8,34,82,98,145,99,89,118,29,3,167,120,165,241,8
admin_1,fr,fr-41,,7,8,0,2,3,9,3,11,2,2,1,6,5,2,0,0,0,2,0,1,1,3,1,0,0,2,0,0,1,3,0,0,0,4,0,4,1,5,0,2,0,0,2,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,8,0,6,8,3,3,4,2,4,16,7,19,0,1,7,7,8,4,4,3,7,17,18,16,1,10,2,1,19,22,33,9,14,7,22,30,22,46,7,12,12,10,26,32,27,29,27,6,10,30,27,51,1,27,4,42,4,90,27,64,40,13,32,83,51,29,63,26,6,36,52,58,61,43,65
admin_1,fr,fr-42,,10,32,11,1,1,9,6,4,14,0,0,3,6,11,6,1,4,3,1,3,22,0,4,2,2,5,7,8,1,28,3,1,1,3,3,20,10,0,1,7,2,5,6,3,11,5,5,3,10,2,2,5,1,8,4,6,18,10,2,0,1,5,6,9,19,8,4,4,18,11,21,22,38,19,17,34,32,44,48,7,13,6,24,37,19,24,42,0,24,45,36,31,29,47,10,78,3,73,50,66,40,32,50,103,96,111,130,110,63,13,154,98,196,168,155,52,32,209,307,342,400,214,140,210,367,262,362,548,242,173,216,503,409,681,210,340,108,298,429,637,587,767,566
admin_1,fr,fr-43,,2,0,2,0,0,4,2,2,2,2,0,2,2,3,3,1,1,0,0,3,3,10,2,6,0,0,0,4,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,4,2,0,2,0,0,2,0,1,1,0,0,0,0,2,0,2,2,0,3,8,5,0,6,4,0,4,7,9,12,13,5,2,0,6,46,0,27,9,6,16,22,29,39,42,25,3,10,32,45,36,43,65,13,52,3,73,68,29,51,3,63,28,50,33,53,26,34,55,56,190,158,77,105
admin_1,fr,fr-44,,12,10,20,0,12,16,32,11,17,10,4,9,20,77,11,42,40,12,25,11,32,27,40,1,7,6,37,19,13,14,15,3,8,15,10,29,6,0,6,2,9,16,11,16,1,1,0,6,10,8,4,7,3,6,0,18,11,41,14,12,21,39,22,20,50,39,16,15,64,18,51,46,26,19,14,27,53,20,82,52,22,30,63,52,45,89,54,42,26,92,70,68,95,67,38,45,105,106,90,121,103,33,41,114,207,146,103,248,45,21,428,28,572,185,261,90,39,374,218,259,410,22,158,108,201,388,393,143,447,9,28,501,257,488,324,228,57,65,416,332,475,473,397
admin_1,fr,fr-45,,37,28,43,74,29,55,49,46,1,21,6,20,33,30,41,76,2,2,10,0,12,18,16,2,0,3,11,23,5,20,4,2,4,13,3,20,18,18,16,2,3,19,0,12,8,10,24,3,5,16,8,4,2,6,7,8,7,11,0,0,1,1,1,6,11,8,1,1,18,12,9,30,23,2,40,6,22,56,22,0,15,7,42,40,76,1,82,29,30,66,132,48,126,79,25,64,162,154,103,165,27,33,59,131,104,146,93,197,58,103,150,156,258,28,222,79,69,280,242,192,78,180,5,16,168,275,180,150,156,99,20,288,208,155,330,32,84,34,163,300,92,391,166
admin_1,fr,fr-46,,1,1,14,0,8,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,2,0,0,0,0,0,0,0,2,0,1,3,1,3,2,0,1,3,1,3,8,8,0,1,15,10,0,20,2,6,6,11,3,8,4,0,0,2,2,9,11,9,9,4,0,10,11,24,20,17,4,4,38,15,37,29,24,3,13,45,35,31,40,18,6,8,30,26,24,16,26
admin_1,fr,fr-47,,2,2,1,1,1,4,1,0,1,3,0,2,0,2,0,1,2,1,0,2,0,0,0,0,0,0,0,2,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,0,10,8,0,0,0,0,0,2,1,1,0,0,0,0,2,8,0,0,1,3,0,0,4,2,2,5,11,6,5,5,12,12,2,12,2,10,8,16,5,2,32,39,32,31,53,26,39,42,105,50,10,41,29,9,75,70,94,77,54,31,38,83,48,102,39,90,30,28,35,80,74,59,63,23,33,107,54,86,81,47,17,1,101,129,78,75,62
admin_1,fr,fr-48,,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,4,2,4,1,1,0,4,2,5,3,0,2,8,2,6,2,6,0,3,15,0,13,15,16,0,1,10,8,7,6,8,1,13,32,4,11,17,20,0,6,40,20,14,17,11,0,4,18,16,33,5,5
admin_1,fr,fr-49,,20,15,10,8,6,68,12,64,5,16,5,5,37,4,11,9,8,7,4,9,23,8,17,4,5,7,7,13,27,29,14,0,4,15,8,12,17,1,1,8,1,9,2,16,4,0,2,12,14,0,6,1,1,6,12,6,15,1,8,8,13,41,16,1,8,22,9,16,2,7,32,15,13,3,2,48,19,49,5,21,4,13,30,31,25,30,23,7,12,71,13,33,82,37,12,83,0,105,129,83,41,8,33,78,72,40,171,5,6,58,145,130,202,142,210,4,40,303,184,297,223,116,52,111,213,237,200,291,163,43,67,250,284,209,282,5,45,64,185,178,111,277,142
admin_1,fr,fr-50,,8,0,2,0,0,2,0,0,1,1,0,0,2,0,0,0,2,0,0,0,0,2,2,0,0,1,1,0,0,5,1,0,6,0,0,0,0,0,0,0,4,4,0,0,0,0,1,6,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,1,1,1,2,2,3,3,3,2,0,4,3,1,1,7,0,4,7,9,1,3,2,2,2,9,11,0,22,2,0,2,16,20,26,4,12,0,0,20,33,27,26,19,15,5,15,19,16,38,21,6,15,57,56,25,52,46,23,32,55,48,36,54,86,0,32,66,46,51,40,45,18,21,25,100,17,35,39
admin_1,fr,fr-51,,16,29,15,0,5,25,16,8,2,18,4,5,6,30,11,7,18,1,0,52,111,34,0,5,3,2,14,7,6,39,0,0,0,15,3,5,3,0,2,1,5,0,0,0,1,1,2,2,0,0,4,1,5,1,3,7,3,5,3,0,1,5,4,8,0,5,1,0,16,12,24,0,13,12,8,6,17,12,24,4,7,3,17,20,24,19,5,2,9,42,10,16,34,36,1,18,39,22,32,34,53,15,20,44,54,62,59,44,25,40,87,137,29,52,100,15,12,151,84,126,204,182,56,63,213,210,222,137,176,4,42,202,121,93,153,100,70,33,125,150,182,177,122
admin_1,fr,fr-52,,1,1,2,0,2,3,7,0,2,0,0,0,4,0,2,1,2,1,0,0,0,0,6,0,1,3,2,4,2,2,4,0,0,0,4,0,4,4,0,2,3,1,2,0,0,0,1,1,2,0,2,0,0,0,0,2,1,1,2,0,2,0,0,0,1,7,0,0,0,2,2,4,0,0,4,0,0,1,1,0,0,1,4,7,3,1,6,2,0,3,3,4,4,2,0,3,13,2,4,7,9,2,11,11,7,11,10,5,7,2,12,14,26,23,11,8,26,31,64,29,49,25,0,4,20,20,12,30,8,2,5,10,11,25,13,8,8,11,21,25,16,24,28
admin_1,fr,fr-53,,4,4,5,1,2,0,0,6,3,1,1,0,0,4,0,4,1,1,2,2,8,0,3,8,7,0,1,1,2,4,0,0,2,0,0,4,1,2,1,2,4,0,0,6,22,2,74,3,73,37,29,39,17,7,20,28,65,72,95,42,36,31,47,61,112,87,56,92,155,129,188,171,151,51,18,108,28,45,45,21,21,19,26,17,40,20,40,0,13,25,13,39,6,33,12,39,0,50,11,20,6,12,12,21,17,16,33,7,11,30,7,49,35,38,41,22,16,42,59,40,53,40,20,1,78,47,61,65,30,22,25,56,47,34,90,41,61,31,49,66,58,67,123
admin_1,fr,fr-54,,29,32,20,5,20,59,51,55,40,1,6,4,49,0,38,1,17,6,8,62,16,67,79,63,33,15,98,84,34,52,27,9,16,36,54,32,69,4,6,8,5,13,18,21,7,9,7,0,4,14,12,10,10,2,12,4,10,9,16,8,9,19,6,43,10,22,8,5,32,19,25,41,42,0,44,9,60,33,46,36,13,27,50,46,29,100,54,0,13,35,40,11,63,31,5,27,46,41,35,31,46,24,28,53,100,38,103,93,53,29,105,100,102,71,94,36,51,115,112,167,179,130,70,7,251,116,116,104,131,41,59,101,67,119,143,61,60,38,125,205,184,85,153
admin_1,fr,fr-55,,35,11,49,0,10,18,29,23,2,0,0,2,4,10,4,4,10,0,0,1,7,53,18,17,2,5,12,17,2,16,10,0,3,7,6,6,2,8,2,3,3,0,0,2,0,0,2,0,2,1,1,2,0,4,0,2,0,0,0,0,0,0,2,1,4,1,0,1,1,0,0,2,2,0,2,2,4,1,1,0,0,2,2,3,3,1,1,0,4,4,9,10,6,3,0,2,5,3,0,2,2,0,5,5,26,0,22,3,3,2,6,2,4,8,8,8,1,14,35,3,21,14,8,6,16,31,13,14,18,12,9,9,10,27,18,7,10,24,1,38,32,49,26
admin_1,fr,fr-56,,1,3,6,0,3,3,13,7,0,12,6,16,1,6,13,8,4,2,0,2,0,2,2,2,4,0,2,0,0,0,0,0,0,1,11,4,2,0,0,8,0,6,2,6,6,0,4,4,2,2,3,0,0,0,4,0,4,3,1,2,0,2,0,8,1,9,0,8,2,0,0,2,28,19,5,20,21,5,11,17,12,4,22,24,19,32,38,16,8,13,22,6,31,20,9,14,24,22,23,21,15,36,20,44,36,67,25,50,41,26,91,100,80,100,149,62,25,110,66,155,158,34,34,97,86,132,110,182,119,41,74,112,173,4,92,62,38,65,97,88,116,55,79
admin_1,fr,fr-57,,59,137,10,4,25,91,123,94,13,35,9,13,36,22,39,34,30,2,4,12,51,22,18,14,5,4,26,9,15,8,16,2,0,6,22,10,6,9,11,2,16,16,11,5,13,5,0,6,5,16,9,12,6,2,2,9,12,5,2,2,10,16,16,1,24,34,9,0,34,24,5,26,20,7,2,25,16,33,76,9,12,18,17,52,55,65,54,0,14,18,69,70,38,61,7,95,39,45,103,81,10,36,38,163,70,213,57,94,40,27,174,36,81,112,68,33,82,48,104,108,97,112,56,94,91,174,116,103,149,19,48,96,212,11,166,67,16,58,75,144,142,160,137
admin_1,fr,fr-58,,0,2,56,1,2,0,0,4,0,1,3,2,0,2,2,0,4,1,0,0,2,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,1,0,2,4,16,0,2,0,14,2,0,2,8,0,0,0,0,2,4,0,4,2,0,2,0,0,0,2,1,1,2,0,2,0,2,0,0,2,2,2,2,0,6,2,0,2,7,3,1,5,2,6,4,1,8,9,6,0,7,13,10,10,8,28,14,1,15,15,8,38,14,3,2,35,17,15,18,33,22,6,40,47,81,23,25,10,6,45,27,26,21,25,0,13,33,5,16,14,13
admin_1,fr,fr-59,,40,72,43,17,36,73,150,145,59,181,42,19,273,68,99,83,108,35,12,53,76,102,160,13,20,156,46,144,44,44,45,20,91,28,56,52,69,47,24,28,76,64,40,58,86,6,28,70,126,20,73,87,0,24,119,66,65,134,18,49,40,51,52,83,150,127,10,40,167,196,142,156,141,61,113,181,307,130,209,142,123,288,101,211,221,235,172,54,137,188,357,265,178,289,29,297,142,192,333,446,17,89,117,305,478,342,407,250,75,617,226,854,1362,441,1115,338,310,1955,1657,2216,717,1007,296,807,3943,884,1928,2161,1368,564,237,4322,29,3561,208,1572,752,140,2074,2345,1383,1809,2499
admin_1,fr,fr-60,,24,42,35,4,9,30,19,30,4,18,4,4,40,0,4,15,13,0,1,9,7,7,6,4,12,8,1,5,2,0,5,1,0,9,3,8,1,9,4,3,12,8,7,15,13,0,2,1,3,7,2,14,0,8,2,8,12,21,9,8,6,14,9,21,0,10,4,1,10,12,9,22,20,6,1,20,13,12,37,19,22,24,21,40,29,21,41,10,23,35,30,27,45,38,4,18,74,42,25,75,61,20,5,77,76,94,103,70,28,52,117,138,151,117,99,71,203,82,169,146,184,164,93,121,139,227,247,241,160,57,30,428,407,344,167,212,57,108,306,268,256,634,105
admin_1,fr,fr-61,,5,19,0,0,0,12,20,3,13,1,1,0,6,7,5,2,2,1,3,5,3,4,0,1,3,1,3,4,1,1,2,0,2,4,7,8,9,8,0,0,1,3,4,6,0,0,0,4,3,1,3,7,0,0,0,6,10,0,1,1,0,0,1,6,9,0,0,1,1,6,0,0,0,0,0,3,3,2,2,2,0,2,0,2,4,6,12,0,3,6,13,19,5,10,2,2,14,1,8,9,10,0,4,4,21,12,15,9,1,5,5,13,12,9,11,12,6,5,22,33,26,55,4,18,74,30,50,36,61,7,4,36,57,18,71,16,16,17,47,89,106,79,7
admin_1,fr,fr-62,,40,3,15,2,20,29,44,30,37,1,9,20,16,26,9,12,17,6,0,16,27,34,47,29,17,8,16,20,23,23,7,5,11,11,19,25,13,13,2,1,13,27,18,16,39,0,6,13,13,38,13,23,0,2,22,0,11,9,10,0,7,11,5,24,31,27,16,10,21,23,21,26,1,9,1,34,24,57,52,29,9,28,66,36,21,35,28,12,17,83,23,75,17,65,7,40,49,78,69,80,71,2,40,76,71,56,192,143,1,269,141,185,567,494,377,156,358,664,355,662,512,535,2,342,436,731,1111,275,388,157,215,764,541,508,549,393,110,40,613,801,595,453,717
admin_1,fr,fr-63,,9,3,11,1,2,0,2,4,5,2,1,0,6,0,2,2,1,1,0,0,2,0,0,0,0,0,0,6,2,2,0,0,0,0,0,2,2,6,0,0,0,2,0,0,2,8,0,11,8,0,4,2,0,0,0,2,0,0,0,0,2,0,1,1,0,0,2,0,0,1,0,8,6,0,0,3,6,3,11,11,6,10,17,19,32,2,10,12,5,12,14,20,16,21,10,25,53,34,57,33,62,9,27,72,33,128,179,15,21,48,112,152,145,143,98,81,72,188,129,175,162,158,54,98,174,194,98,211,99,81,114,150,177,180,213,105,98,103,265,261,253,258,274
admin_1,fr,fr-64,,3,5,21,0,3,6,5,2,1,1,0,6,1,5,13,11,4,4,0,2,5,13,3,3,0,1,1,0,0,0,0,0,0,0,0,4,0,2,0,0,0,2,0,2,0,2,2,0,2,0,3,7,0,0,2,2,4,0,0,2,0,2,1,2,2,3,0,0,1,15,0,2,6,0,1,5,4,4,2,7,3,0,5,19,6,37,16,5,9,31,28,43,51,28,5,52,98,102,100,97,64,21,35,82,158,95,108,80,25,48,64,172,93,278,176,57,111,171,224,210,285,132,29,52,346,196,233,228,146,41,150,194,271,120,411,7,51,2,306,189,210,233,169
admin_1,fr,fr-65,,4,18,0,0,1,1,0,0,0,0,0,0,6,0,6,2,0,0,0,0,0,0,0,2,0,0,0,1,2,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,4,0,2,0,0,0,0,2,0,2,3,1,0,0,4,0,0,6,0,0,4,0,2,8,0,4,2,1,3,12,2,4,4,2,0,6,10,6,10,0,0,3,9,18,11,12,9,4,42,13,41,22,8,17,11,10,44,12,4,16,8,0,6,11,47,13,15,8,16,16,21,34,36,37,24,12,34,26,90,76,88,51,12,46,82,68,53,69,46,10,33,68,85,58,57,45
admin_1,fr,fr-66,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,2,4,10,4,0,0,0,2,6,0,0,0,2,6,4,6,2,1,19,2,8,12,24,12,4,0,4,5,3,12,2,10,5,9,3,29,1,13,14,2,6,49,17,68,5,14,10,21,45,58,35,24,72,36,54,104,58,102,117,201,34,87,111,161,154,101,175,75,40,147,244,92,224,96,59,53,173,171,125,118,137,32,57,53,99,126,133,190
admin_1,fr,fr-67,,55,50,46,18,6,59,54,21,44,1,9,15,55,38,5,34,33,0,0,5,22,55,6,2,8,2,27,13,26,7,5,2,5,9,13,16,8,5,5,6,7,3,6,13,0,0,2,10,12,6,10,6,0,5,8,11,13,19,15,2,2,0,6,6,11,9,7,8,25,14,5,29,20,2,7,37,1,20,39,23,17,22,47,37,28,10,12,10,44,48,23,37,72,39,24,6,152,53,137,143,116,57,104,106,179,112,213,126,51,122,290,128,5,163,184,48,16,192,173,339,194,80,115,59,423,213,207,231,145,57,146,254,103,303,198,124,71,18,138,172,269,3,268
admin_1,fr,fr-68,,31,29,33,31,3,27,39,55,21,13,10,16,14,39,26,34,16,11,4,0,33,26,7,0,0,4,3,25,3,7,6,6,3,14,17,22,7,6,6,9,19,14,25,13,8,3,10,8,15,16,12,7,6,6,12,14,10,2,12,2,5,12,21,46,68,41,7,1,43,20,15,22,11,12,15,24,19,14,14,58,7,17,32,2,28,44,7,15,10,21,17,24,84,14,1,23,40,37,61,43,28,24,19,80,47,67,35,65,18,31,121,112,32,66,68,6,51,66,125,92,124,128,5,135,10,120,142,23,97,35,39,63,66,149,92,5,29,43,73,33,163,33,93
admin_1,fr,fr-69,,56,74,45,28,10,62,72,43,21,34,21,16,36,38,30,44,12,15,0,12,62,0,43,25,4,16,8,12,19,28,21,7,25,23,29,25,22,49,0,26,1,40,62,23,36,20,7,40,41,42,50,20,6,6,27,39,55,69,42,17,18,45,13,38,25,59,20,37,22,92,11,50,116,42,83,11,87,1,96,38,9,38,72,70,136,1,126,38,79,146,189,232,151,292,8,245,378,308,504,560,310,92,93,613,763,1098,341,442,130,460,1099,1362,462,1035,647,188,661,754,1448,1683,1381,815,237,820,1328,957,2134,985,1239,414,507,1962,1785,1117,1865,1032,2,103,2164,1313,2270,824,1009
admin_1,fr,fr-70,,1,12,2,0,2,2,0,2,2,0,0,0,0,1,5,0,2,2,0,0,7,3,0,1,1,0,2,0,4,4,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,1,0,2,0,0,0,0,0,4,0,0,2,4,0,1,1,2,4,6,0,2,10,0,8,8,24,0,6,5,15,8,3,6,14,3,7,17,10,8,7,6,5,1,13,8,0,25,14,13,20,7,29,3,6,30,13,10,34,3,29,2,14,2,4,14,17,11,23,21,0,10,14,26,1,20,18,11,26,3,39,8,19,25
admin_1,fr,fr-71,,3,29,17,4,13,24,21,0,5,9,6,24,1,3,3,3,0,3,2,4,5,2,0,8,0,1,3,4,0,0,2,1,3,0,2,1,3,2,2,0,0,1,3,2,4,5,4,4,10,1,10,0,0,0,8,7,5,3,3,0,6,0,4,4,1,1,0,0,0,4,3,1,3,3,7,8,1,4,8,0,2,2,2,4,6,0,12,0,8,6,13,15,32,2,5,14,37,49,28,31,2,9,29,70,9,19,61,37,1,5,70,104,69,99,65,51,58,86,138,3,100,140,36,187,6,141,75,195,83,30,30,203,122,122,82,166,31,93,214,89,143,450,23
admin_1,fr,fr-72,,3,6,19,1,11,13,12,11,6,16,3,11,2,15,14,10,8,5,3,3,3,12,7,4,1,1,5,1,10,2,0,0,0,0,2,3,7,8,14,10,0,2,6,1,3,2,3,9,10,17,15,0,2,1,13,7,5,0,4,0,3,5,1,5,5,12,9,7,18,16,12,40,19,0,11,55,2,27,42,37,28,42,25,92,73,44,57,29,9,75,49,45,202,175,129,67,134,133,89,196,85,20,68,180,16,53,87,112,8,78,97,117,26,99,75,36,41,167,258,11,121,77,52,19,130,125,164,89,130,66,158,14,175,155,118,55,68,137,86,172,0,115,183
