region_schema,region_parent,region_child,agerange,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01
admin_0,,gb,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,0,2,1,18,15,22,16,34,43,36,56,35,74,149,187,183,284,294,214,374,382,670,652,714,760,644,568,1038,1034,1110,1152,840,686,744,1047,842,1029,936,1115,498,559,1173,837,727,1006,843,420,338,911,795,674,740,621,315,288,694,652,540,627,345,269,211,630,496,428,384,480,170,160,548,369,338,358,283,441,122,136,443,416,373,230,115,111,326,365,177,358,207,77,55,289,250,152,204,183,36,38,236,184,137,173,130,43,15,171,154,149,184,100,36,25,155,176,89,136,67,22,16,155,126,85,48,148,21,11,138,85,66,114,40,28,11,110,79,53,123,61,14,7,119,83,38,120,74
admin_1,gb,gb-eng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,4,0,2,1,18,14,22,15,33,42,32,54,24,67,143,178,169,272,279,195,353,368,613,603,655,689,578,532,1010,924,994,1038,746,606,694,1013,732,907,827,1011,384,539,1123,739,603,825,741,343,307,871,632,560,654,519,246,257,657,570,425,536,283,217,191,606,415,355,336,401,113,144,523,319,274,307,250,417,105,117,414,387,349,198,81,96,317,334,150,344,182,65,52,280,234,134,188,173,26,33,228,168,122,167,122,39,14,166,141,138,182,94,33,21,151,167,80,133,59,21,16,152,121,82,48,147,21,11,134,83,66,112,40,27,11,110,78,53,123,61,13,7,119,78,38,114,72
admin_1,gb,gb-nir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,5,2,4,2,3,8,4,4,5,4,10,10,9,11,6,8,4,18,11,11,16,7,12,16,11,9,10,10,12,13,19,16,11,15,14,13,6,14,8,12,12,11,9,6,3,3,6,7,10,2,4,3,10,3,4,7,7,5,5,4,1,2,7,1,1,4,3,1,2,1,1,2,2,,,0,0,0,0,0,2,1,1,0,0,1,1,1,1,0,0,1,1,0,1,2,-1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin_1,gb,gb-sct,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,0,1,3,4,2,6,3,8,7,1,6,22,28,29,46,46,2,2,74,70,81,48,47,24,9,40,84,80,58,56,10,12,70,77,58,64,47,18,13,70,83,60,40,44,12,5,44,83,59,49,36,10,5,50,61,34,46,41,9,2,29,50,37,24,16,9,3,18,13,12,15,22,9,1,12,11,9,14,6,0,0,7,12,5,3,5,1,0,5,9,2,6,2,0,0,4,4,2,0,0,0,0,3,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
admin_1,gb,gb-wls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,2,7,5,4,9,10,11,10,15,18,16,15,21,28,29,31,30,20,32,42,43,25,31,37,43,26,38,35,29,32,26,25,30,23,18,31,29,16,16,15,26,16,29,14,14,23,17,23,19,13,7,10,15,11,16,12,16,13,11,10,11,7,9,10,7,12,10,10,6,16,11,10,7,9,5,7,12,4,9,8,7,4,7,5,4,6,7,6,8,1,0,4,3,5,2,1,6,9,2,6,2,3,4,4,3,0,2,2,2,1,1,1,0,1,0,2,1,0,1,0,0,0,0,1,1,0,1,2,2,1,2,4,1,0,
