month,seek
2020-03,62
2020-04,79675
2020-05,159423
2020-06,241793
2020-07,321475
2020-08,403793
2020-09,486094
2020-10,565896
2020-11,649406
2020-12,730823
2021-01,814620
2021-02,898709
2021-03,974618
2021-04,1058823
2021-05,1139840
2021-06,1223027
2021-07,1303163
2021-08,1385889
2021-09,1468542
2021-10,1548174
2021-11,1630671
2021-12,1711437
2022-01,1795138
