month,seek
2020-03,62
2020-04,79726
2020-05,159533
2020-06,242078
2020-07,322055
2020-08,404705
2020-09,487366
2020-10,568262
2020-11,653775
2020-12,736237
2021-01,821415
2021-02,906906
2021-03,984308
2021-04,1070149
2021-05,1152000
2021-06,1236187
2021-07,1317609
2021-08,1401793
2021-09,1485862
2021-10,1566919
2021-11,1651136
2021-12,1734307
2022-01,1819979
