month,seek
2020-03,62
2020-04,82916
2020-05,165053
2020-06,250195
2020-07,332656
2020-08,418119
2020-09,504195
2020-10,588432
2020-11,677061
2020-12,763768
2021-01,853640
2021-02,944037
2021-03,1026225
2021-04,1117760
2021-05,1206435
2021-06,1298071
2021-07,1386751
2021-08,1478387
2021-09,1570023
2021-10,1658703
2021-11,1750339
2021-12,1839076
2022-01,1930898
2022-02,2022723
