month,seek
2020-03,62
2020-04,82364
2020-05,162963
2020-06,246834
2020-07,328066
2020-08,412090
2020-09,496263
2020-10,578037
2020-11,664136
2020-12,748878
2021-01,837418
2021-02,926434
2021-03,1007151
2021-04,1096586
2021-05,1183136
2021-06,1272571
2021-07,1359121
2021-08,1448556
2021-09,1537991
2021-10,1624541
2021-11,1713976
2021-12,1800563
2022-01,1890096
2022-02,1979642
