region_schema,region_parent,region_child,agerange,2020-03-13,2020-03-14,2020-03-15,2020-03-17,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26
co_municipality,co-cor,moñitos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,4,,5,,,15,23,24,,38,45,,53,,54,62,66,69
co_municipality,co-cor,planeta rica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,6,,,7,,,,,,,,,,,11,15,17,,22,29,34,39,42,45,47,52,65,,68,75,78,87,92,95,114,138,168,175,193,216,253
co_municipality,co-cor,pueblo nuevo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,4,5,8,,17,18,29,35,36,40,43,44,51,54
co_municipality,co-cor,puerto escondido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,5,,,7,,,8,9,,,,,11,12,13,,14,,15,16,,
co_municipality,co-cor,puerto libertador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,3,,,,,7,,,,8,9,10,12,18,19,20,21,22,24,26,27,28,29,30,31,32,,35,36,37,38,45,51,53
co_municipality,co-cor,purísima de la concepción,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,9,,,11,,12,13,,,14,,
co_municipality,co-cor,sahagún,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,4,6,8,10,,,,11,,,14,15,16,,17,,,18,20,22,23,24,,26,,28,,,,,31,32,33,35,,,,,36,37,,41,,,45,,46,48,,51,,,,52,53,55,,,57,59,63,64,65,69,71,72,76,79,83,,95,103,128,129,132,138,144,146,153,155,159,161,169,179,187,188,202,221,287,297,303,327,348
co_municipality,co-cor,san andrés de sotavento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,4,,,,,,,11,,,,12,,13,14,,17,19,20,29,38,43,44,45,46,49,,50,,53,57,60,73,78,83,99,107
co_municipality,co-cor,san antero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4,,15,,,16,18,,19,20,,21,22,,27,,28,29,31,32,,,,33,,34,,37,38
co_municipality,co-cor,san bernardo del viento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,5,,,,6,,,,,,8,,10,,12,16,18,19,20,22,,27
co_municipality,co-cor,san carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,3,,5,7,8,9,,,10,25,28,45,,46,,71,74
co_municipality,co-cor,san josé de uré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,5,,,6,,7,8,,30,
co_municipality,co-cor,san pelayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,3,,4,5,,6,,,,,,,,,7,8,10,12,,13,14,19,20,24,26,28,,31,32,,,36,,40,44,45,57,68
co_municipality,co-cor,tierralta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,8,,,,,,9,,11,,,,12,14,,,,15,,,18,,,,23,24,26,27,44,47,53,,58,,60,69,100,109,111,112,117,118,126,132,134,142,156
co_municipality,co-cor,tuchín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,3,,,,,,,4,,,,,5,,,,,,6,,7,,8,,9,,10,,12,15,16,17,19,20,22,23,,64,70,91,97,100,106,116,124,128,131,136,139,153,168,203,212,225,236
co_municipality,co-cor,valencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,3,,,,,,,,4,,,,,,,,,,,,,,,,5,,,,8,9,13,15,19,21,24,,27,31,,33,34,36,37,39,42,43,,,,,,45,49,,51,54,58,61,
co_municipality,co-cun,agua de dios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,13,,,,,16
co_municipality,co-cun,albán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,3,,,,,,,,,5,6,11,12,,,15,,,,,16,,24,34,42,43,45,53,56,,,,,
co_municipality,co-cun,anapoima,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,8,,9,10,11,,,,17,21,23,25,30,33,,37,41,42,45,46,,47,,49,50,51,52,,,55,,,57,,67,76,77,79,80,,,81,84,,,,,85,86,,,87,,88,,,,,89,90,,91,,,92,93,,,,,,,94,96,98,99,102,,,,104
co_municipality,co-cun,anolaima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3,4,
co_municipality,co-cun,apulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,4,,,
co_municipality,co-cun,beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
co_municipality,co-cun,bojacá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,3,,,4,,,,5,,,,6,,7,9,10,,,12,,13,20,,21,23,,24,25,28,37,39
co_municipality,co-cun,cabrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
co_municipality,co-cun,cachipay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,4,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,6,,,,,,,7,,,,,,8,,,,,10,,,,,
co_municipality,co-cun,cajicá,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,5,,,,,,,,6,,,,,7,,,8,,9,,,10,,11,13,,,14,,,,,,15,,,,,,,,,,,,17,,,18,,,,,,21,,22,23,,,,,24,,,25,26,,,28,30,,31,32,34,37,38,,42,43,44,48,49,53,55,56,,58,,66,68,70,,72,,76,82,84,87,,90,92,,,94,96,97,98,103,107,114,120,130,133,147,157,164,171,179,189,199,207,217,224,233,253,262,290,320,344,356,376,400,451,467,481,493,534,556
co_municipality,co-cun,carmen de carupa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,3,,,
co_municipality,co-cun,chipaque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,6,,,,,,,8,,,,,,9,,,,,,,,12,,,,,,,,,,,,,,,,,13,,14,,,,,,,,,,,15,,17,18,,,,19,,20,21,,22,,,,,,,
co_municipality,co-cun,choachí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3,,,,,,,,,,,,,,,,,,4,,5,6,,,,7,,8,,9,,,,,10,11,,,,
co_municipality,co-cun,chocontá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,4,,,5,,,,,,,,,,,,,,6,,7,,,8,,,,,,,,9,,10,,,,,,11,13,14,,,,,,,16,17,,,,,,18,19,20,21,,,
co_municipality,co-cun,chía,,,,,,,,,,,,1,,2,3,,,,,,,,,,,,,,5,6,,,7,,9,,,,,14,,16,,,,,,,,,,,18,19,20,,,,,,,,,,,,,,,,,21,,22,,23,,,28,,29,31,32,33,34,,,37,,,,40,46,47,48,50,53,55,56,57,61,62,63,67,,69,73,76,79,83,84,,88,,89,90,92,93,96,98,,100,105,107,109,115,118,126,128,131,136,148,158,169,179,196,216,225,234,246,251,275,289,304,321,331,338,353,368,384,391,403,418,439,467,496,524,542,592,630,668,690,724,762,796,839
co_municipality,co-cun,cogua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,5,,,,,,6,,,,,7,,8,,,9,,,,,10,11,,,12,,13,14,,17,18,,19,,21,23,,25,26,,27,30,32,36,40,42,45,49,51,52,56,58,59,63
co_municipality,co-cun,cota,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,3,,4,,5,,7,,,,,,,,,,,,,,,,,,,8,,9,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,11,13,,,,,,,,14,15,16,17,18,,19,20,,,,,23,26,28,29,,30,32,33,34,,36,37,,39,40,,,,44,46,52,53,54,55,56,58,64,67,70,,71,74,75,77,79,82,85,88,97,101,103,,108,109,123,124,127,133,139,156,166,174,183,188,195,201,210,220,232,242
co_municipality,co-cun,cucunubá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,
co_municipality,co-cun,cáqueza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,5,,,6,,,,7,,,,,8,,,,,9,,,,,10,11,,,,,13,16,,,,,,,,,,,18,,19,,,,,,,20,,,,,,,,23,24,26,,27,,31,32,35,37,39,40,41
co_municipality,co-cun,el colegio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,,,,6,8,9,,,,,,,,10,11,,12,,,,,,,,13,,,,14,,,15,17,,,,,,,,,,,,,,,,,,,,,,,20,22,23,24,25,,,27,,28,,,,,29,,30,33,35,37,,38,43,45,47,48,52,54,
co_municipality,co-cun,el peñón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,
co_municipality,co-cun,el rosal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,4,,,5,,,,,,,,6,,,,,,,,7,,8,10,,11,,,13,,14,,,,,16,,,,,,,,17,18,19,20,21,22,24,25,28,30,31,33,36,37,38,40,43,46,48,52,55,57,62,68,73,74,80,83,88
co_municipality,co-cun,facatativá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,3,,4,,,,,6,,,7,,,9,,12,13,14,16,20,,,21,24,,25,,26,28,29,30,34,38,41,42,43,,45,46,,47,48,,50,54,57,64,66,67,70,80,,82,84,88,89,90,94,126,135,138,140,143,148,150,151,156,165,169,173,186,193,199,208,219,227,236,259,270,280,285,301,318,334,348,363,378,391,419,447,480,529,551,583,606,628,660,693,735,767,793
co_municipality,co-cun,fosca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3,,,,4,,,,,,,,,,
co_municipality,co-cun,funza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,,,,4,,,5,,,,,,,7,,,8,,,,,,,,,10,,,,,11,13,16,,,,17,,18,20,23,26,27,28,29,31,,36,39,41,44,46,53,57,58,59,60,63,,66,69,71,75,77,,,,80,85,88,90,95,96,,98,,100,101,105,107,110,114,120,123,125,129,136,145,155,163,174,189,201,215,223,238,268,274,283,289,298,309,327,348,354,371,395,411,451,474,500,515,539,565,597,617,647,675,708,747
co_municipality,co-cun,fusagasugá,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,6,,,,7,8,13,,,,15,16,17,,19,,,,,21,,24,27,28,29,,30,34,35,,40,,41,,44,,,,47,,51,54,56,57,,59,60,,61,62,65,67,,,,,,68,69,72,73,81,83,86,,87,89,90,92,94,95,97,101,102,,106,108,119,129,145,154,160,179,193,205,210,214,218,224,232
co_municipality,co-cun,fómeque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,4,,,5,,9,,,11,,,,,,,,12,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,14,15,16,,17,,,,18,,,,,,19,20,,,21,,,,,,22,23,,,,,,
co_municipality,co-cun,fúquene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,,,3,,,,,,4,,,,,,,,,,,,,,,,,,
co_municipality,co-cun,gachalá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
co_municipality,co-cun,gachancipá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,4,,5,,,7,,8,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,12,,,,13,,,,,,,,,14,,,16,17,19,20,21,,22,,25,26,29,31,32
co_municipality,co-cun,gachetá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,3
co_municipality,co-cun,gama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,
co_municipality,co-cun,girardot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,8,9,10,,12,13,15,,,,16,21,22,25,29,35,,36,42,43,49,,,52,55,56,58,59,,,65,,69,,73,74,75,,78,81,83,86,87,89,94,96,,99,100,101,,103,,104,107,110,111,115,117,118,121,125,126,129,133,135,137,,140,141,147,152,154,161,162,169,175,183,204,212,230,237
co_municipality,co-cun,granada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,6,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
co_municipality,co-cun,guachetá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,3,,
co_municipality,co-cun,guaduas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,4,,5,7
co_municipality,co-cun,guasca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,3,,,,,,,,,,4,5,,,,,,,,,,,,6,,7,,,,8,,10,
co_municipality,co-cun,guataquí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
co_municipality,co-cun,guatavita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,
co_municipality,co-cun,guayabetal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
co_municipality,co-cun,junín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
co_municipality,co-cun,la calera,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,4,,,5,7,8,19,25,26,,28,29,,31,,,,,32,,,,,33,,,34,,,,,,36,37,38,40,,,42,,,43,44,45,,,,46,48,,49,,50,52,,,,,53,55,,57,59,,60,63,,64,74,79,82,86,90,,93,95,97,99,101,103,116,121
co_municipality,co-cun,la mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8,9,,,,,10,,12,17,18,,,20,,,,,22,,,,,,,23,25,,,,,,,,,,,,26,,,,,28,,,,,,,,,,,,30,,31,32,,,33,,34,36,39,,41,,,,42,44,,,,46
co_municipality,co-cun,la palma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,3,,,,,,,,,,4,
co_municipality,co-cun,la vega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,3,,,,,,,,4,,5,,,,,,,,6,,,,7,8,9,,,10,,,,11,,12
co_municipality,co-cun,lenguazaque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,7,8,9,,,,10,,11,,,,,,,,,,,13,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,16,,,,,,,,,,17,,,,,,,18
