region_schema,region_parent,region_child,agerange,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08
admin_1,au,au-act,0-29,0,0,0,3,-1,0,2,0,0,0
admin_1,au,au-act,30-39,0,1,1,0,1,0,2,0,0,0
admin_1,au,au-act,40-49,0,1,1,0,0,1,-1,0,0,0
admin_1,au,au-act,50-59,0,0,2,-4,4,1,0,0,0,1
admin_1,au,au-act,60-69,0,1,0,3,0,0,0,0,0,1
admin_1,au,au-act,70+,0,0,0,1,0,0,0,0,1,0
