region_schema,region_parent,region_child,agerange,2020-03-22,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05
admin_1,au,au-act,,3,5,1,3,3,3,2,1,2,3,2,1,1
