month,seek
2020-04,62
2020-05,450
2020-06,1432
2020-07,2377
2020-08,3376
2020-09,4380
2020-10,5323
2020-11,6214
2020-12,7142
2021-01,7997
2021-02,8892
2021-03,9826
2021-04,10846
2021-05,11763
2021-06,12776
2021-07,13690
2021-08,14595
2021-09,15507
2021-10,16304
2021-11,17191
2021-12,18094
2022-01,18994
2022-02,19700
