month,seek
2020-04,62
2020-05,6796
2020-06,21098
2020-07,35406
2020-08,50339
2020-09,65314
2020-10,79246
2020-11,93214
2020-12,107238
2021-01,120358
2021-02,134569
2021-03,148164
2021-04,163166
2021-05,177226
2021-06,192305
2021-07,206386
2021-08,220593
2021-09,235459
2021-10,248676
2021-11,262565
2021-12,276367
2022-01,290181
2022-02,303548
